block,style,policy,default_uid,style_uid,offset_ms,tol_ms,f1,hits,twice_hits,den,default_cuts,style_cuts,default_total,style_total,phone_null_f1,grid_f1,word_warp_f1,duration_warp_f1,strict_phone_sequence
ex03::DON'T THROW THAT OUT,whisper,intent_3408_last,ex03_default_00285,ex03_whisper_00285,0.0,40.0,0.8571428571428571,6,12,14,7,7,7,7,,,0.5714285714285714,0.8571428571428571,True
ex03::DON'T THROW THAT OUT,whisper,intent_3408_last,ex03_default_00285,ex03_whisper_00285,12.5,20.0,0.5714285714285714,4,8,14,7,7,7,7,,,,,True
ex03::DON'T THROW THAT OUT,whisper,intent_3408_last,ex03_default_00285,ex03_whisper_00285,12.5,40.0,0.8571428571428571,6,12,14,7,7,7,7,,,,,True
ex03::DON'T THROW THAT OUT,whisper,speaker_count_3408_last,ex03_default_00285,ex03_whisper_00285,0.0,20.0,0.4,1,2,5,2,3,2,3,0.12000000000000002,0.135,0.4,0.4,True
ex03::DON'T THROW THAT OUT,whisper,speaker_count_3408_last,ex03_default_00285,ex03_whisper_00285,0.0,40.0,0.4,1,2,5,2,3,2,3,,,0.4,0.4,True
ex03::DON'T THROW THAT OUT,whisper,speaker_count_3408_last,ex03_default_00285,ex03_whisper_00285,12.5,20.0,0.4,1,2,5,2,3,2,3,,,,,True
ex03::DON'T THROW THAT OUT,whisper,speaker_count_3408_last,ex03_default_00285,ex03_whisper_00285,12.5,40.0,0.4,1,2,5,2,3,2,3,,,,,True
ex03::DON'T THROW THAT OUT,whisper,emotion_3407,ex03_default_00285,ex03_whisper_00285,0.0,20.0,0.3076923076923077,2,4,13,7,6,7,6,0.31538461538461543,0.24038461538461542,0.3076923076923077,0.7692307692307693,True
ex03::DON'T THROW THAT OUT,whisper,emotion_3407,ex03_default_00285,ex03_whisper_00285,0.0,40.0,0.7692307692307693,5,10,13,7,6,7,6,,,0.6153846153846154,0.7692307692307693,True
ex03::DON'T THROW THAT OUT,whisper,emotion_3407,ex03_default_00285,ex03_whisper_00285,12.5,20.0,0.3076923076923077,2,4,13,7,6,7,6,,,,,True
ex03::DON'T THROW THAT OUT,whisper,emotion_3407,ex03_default_00285,ex03_whisper_00285,12.5,40.0,0.7692307692307693,5,10,13,7,6,7,6,,,,,True
ex03::DON'T THROW THAT OUT,whisper,emotion_3409,ex03_default_00285,ex03_whisper_00285,0.0,20.0,0.0,0,0,10,4,6,4,6,0.17500000000000002,0.16,0.2,0.2,True
ex03::DON'T THROW THAT OUT,whisper,emotion_3409,ex03_default_00285,ex03_whisper_00285,0.0,40.0,0.4,2,4,10,4,6,4,6,,,0.4,0.6,True
ex03::DON'T THROW THAT OUT,whisper,emotion_3409,ex03_default_00285,ex03_whisper_00285,12.5,20.0,0.0,0,0,10,4,6,4,6,,,,,True
ex03::DON'T THROW THAT OUT,whisper,emotion_3409,ex03_default_00285,ex03_whisper_00285,12.5,40.0,0.4,2,4,10,4,6,4,6,,,,,True
ex03::DON'T THROW THAT OUT,laughing,asr_3408,ex03_default_00285,ex03_laughing_00285,0.0,20.0,0.8275862068965517,12,24,29,13,16,13,16,0.5913793103448276,0.5503076923076924,0.6206896551724138,0.3448275862068966,True
ex03::DON'T THROW THAT OUT,laughing,asr_3408,ex03_default_00285,ex03_laughing_00285,0.0,40.0,0.896551724137931,13,26,29,13,16,13,16,,,0.8275862068965517,0.6206896551724138,True
ex03::DON'T THROW THAT OUT,laughing,asr_3408,ex03_default_00285,ex03_laughing_00285,12.5,20.0,0.8275862068965517,12,24,29,13,16,13,16,,,,,True
ex03::DON'T THROW THAT OUT,laughing,asr_3408,ex03_default_00285,ex03_laughing_00285,12.5,40.0,0.896551724137931,13,26,29,13,16,13,16,,,,,True
ex03::DON'T THROW THAT OUT,laughing,emotion_3408,ex03_default_00285,ex03_laughing_00285,0.0,20.0,0.5454545454545454,3,6,11,4,7,4,7,0.4954545454545454,0.18222222222222223,0.36363636363636365,0.0,True
ex03::DON'T THROW THAT OUT,laughing,emotion_3408,ex03_default_00285,ex03_laughing_00285,0.0,40.0,0.7272727272727273,4,8,11,4,7,4,7,,,0.5454545454545454,0.18181818181818182,True
ex03::DON'T THROW THAT OUT,laughing,emotion_3408,ex03_default_00285,ex03_laughing_00285,12.5,20.0,0.5454545454545454,3,6,11,4,7,4,7,,,,,True
ex03::DON'T THROW THAT OUT,laughing,emotion_3408,ex03_default_00285,ex03_laughing_00285,12.5,40.0,0.7272727272727273,4,8,11,4,7,4,7,,,,,True
ex03::DON'T THROW THAT OUT,laughing,intent_3408_last,ex03_default_00285,ex03_laughing_00285,0.0,20.0,0.7058823529411765,6,12,17,7,10,7,10,0.4882352941176471,0.41500000000000004,0.5882352941176471,0.0,True
ex03::DON'T THROW THAT OUT,laughing,intent_3408_last,ex03_default_00285,ex03_laughing_00285,0.0,40.0,0.8235294117647058,7,14,17,7,10,7,10,,,0.7058823529411765,0.35294117647058826,True
ex03::DON'T THROW THAT OUT,laughing,intent_3408_last,ex03_default_00285,ex03_laughing_00285,12.5,20.0,0.7058823529411765,6,12,17,7,10,7,10,,,,,True
ex03::DON'T THROW THAT OUT,laughing,intent_3408_last,ex03_default_00285,ex03_laughing_00285,12.5,40.0,0.8235294117647058,7,14,17,7,10,7,10,,,,,True
ex03::DON'T THROW THAT OUT,laughing,speaker_count_3408_last,ex03_default_00285,ex03_laughing_00285,0.0,20.0,0.8,2,4,5,2,3,2,3,0.32,0.085,0.8,0.0,True
ex03::DON'T THROW THAT OUT,laughing,speaker_count_3408_last,ex03_default_00285,ex03_laughing_00285,0.0,40.0,0.8,2,4,5,2,3,2,3,,,0.8,0.0,True
ex03::DON'T THROW THAT OUT,laughing,speaker_count_3408_last,ex03_default_00285,ex03_laughing_00285,12.5,20.0,0.8,2,4,5,2,3,2,3,,,,,True
ex03::DON'T THROW THAT OUT,laughing,speaker_count_3408_last,ex03_default_00285,ex03_laughing_00285,12.5,40.0,0.8,2,4,5,2,3,2,3,,,,,True
ex03::DON'T THROW THAT OUT,laughing,emotion_3407,ex03_default_00285,ex03_laughing_00285,0.0,20.0,0.7142857142857143,5,10,14,7,7,7,7,0.6214285714285713,0.27884615384615385,0.5714285714285714,0.0,True
ex03::DON'T THROW THAT OUT,laughing,emotion_3407,ex03_default_00285,ex03_laughing_00285,0.0,40.0,0.8571428571428571,6,12,14,7,7,7,7,,,0.7142857142857143,0.2857142857142857,True
ex03::DON'T THROW THAT OUT,laughing,emotion_3407,ex03_default_00285,ex03_laughing_00285,12.5,20.0,0.7142857142857143,5,10,14,7,7,7,7,,,,,True
ex03::DON'T THROW THAT OUT,laughing,emotion_3407,ex03_default_00285,ex03_laughing_00285,12.5,40.0,0.8571428571428571,6,12,14,7,7,7,7,,,,,True
ex03::DON'T THROW THAT OUT,laughing,emotion_3409,ex03_default_00285,ex03_laughing_00285,0.0,20.0,0.5454545454545454,3,6,11,4,7,4,7,0.5409090909090909,0.12222222222222223,0.36363636363636365,0.0,True
ex03::DON'T THROW THAT OUT,laughing,emotion_3409,ex03_default_00285,ex03_laughing_00285,0.0,40.0,0.7272727272727273,4,8,11,4,7,4,7,,,0.5454545454545454,0.18181818181818182,True
ex03::DON'T THROW THAT OUT,laughing,emotion_3409,ex03_default_00285,ex03_laughing_00285,12.5,20.0,0.5454545454545454,3,6,11,4,7,4,7,,,,,True
ex03::DON'T THROW THAT OUT,laughing,emotion_3409,ex03_default_00285,ex03_laughing_00285,12.5,40.0,0.7272727272727273,4,8,11,4,7,4,7,,,,,True
ex03::DON'T THROW THAT OUT,enunciated,asr_3408,ex03_default_00285,ex03_enunciated_00285,0.0,20.0,0.5882352941176471,10,20,34,13,21,13,21,0.5029411764705882,0.6081572117167222,0.5882352941176471,0.35294117647058826,True
ex03::DON'T THROW THAT OUT,enunciated,asr_3408,ex03_default_00285,ex03_enunciated_00285,0.0,40.0,0.7058823529411765,12,24,34,13,21,13,21,,,0.7058823529411765,0.5294117647058824,True
ex03::DON'T THROW THAT OUT,enunciated,asr_3408,ex03_default_00285,ex03_enunciated_00285,12.5,20.0,0.6470588235294118,11,22,34,13,21,13,21,,,,,True
ex03::DON'T THROW THAT OUT,enunciated,asr_3408,ex03_default_00285,ex03_enunciated_00285,12.5,40.0,0.7058823529411765,12,24,34,13,21,13,21,,,,,True
ex03::DON'T THROW THAT OUT,enunciated,emotion_3408,ex03_default_00285,ex03_enunciated_00285,0.0,20.0,0.25,2,4,16,4,12,4,12,0.21875,0.2388278388278388,0.125,0.125,True
ex03::DON'T THROW THAT OUT,enunciated,emotion_3408,ex03_default_00285,ex03_enunciated_00285,0.0,40.0,0.375,3,6,16,4,12,4,12,,,0.375,0.125,True
ex03::DON'T THROW THAT OUT,enunciated,emotion_3408,ex03_default_00285,ex03_enunciated_00285,12.5,20.0,0.375,3,6,16,4,12,4,12,,,,,True
ex03::DON'T THROW THAT OUT,enunciated,emotion_3408,ex03_default_00285,ex03_enunciated_00285,12.5,40.0,0.375,3,6,16,4,12,4,12,,,,,True
ex03::DON'T THROW THAT OUT,enunciated,intent_3408_last,ex03_default_00285,ex03_enunciated_00285,0.0,20.0,0.43478260869565216,5,10,23,7,16,7,16,0.3,0.32147869674185464,0.34782608695652173,0.08695652173913043,True
ex03::DON'T THROW THAT OUT,enunciated,intent_3408_last,ex03_default_00285,ex03_enunciated_00285,0.0,40.0,0.5217391304347826,6,12,23,7,16,7,16,,,0.5217391304347826,0.34782608695652173,True
ex03::DON'T THROW THAT OUT,enunciated,intent_3408_last,ex03_default_00285,ex03_enunciated_00285,12.5,20.0,0.5217391304347826,6,12,23,7,16,7,16,,,,,True
ex03::DON'T THROW THAT OUT,enunciated,intent_3408_last,ex03_default_00285,ex03_enunciated_00285,12.5,40.0,0.5217391304347826,6,12,23,7,16,7,16,,,,,True
ex03::DON'T THROW THAT OUT,enunciated,speaker_count_3408_last,ex03_default_00285,ex03_enunciated_00285,0.0,20.0,0.3333333333333333,1,2,6,2,4,2,4,0.05833333333333333,0.15,0.3333333333333333,0.0,True
ex03::DON'T THROW THAT OUT,enunciated,speaker_count_3408_last,ex03_default_00285,ex03_enunciated_00285,0.0,40.0,0.3333333333333333,1,2,6,2,4,2,4,,,0.3333333333333333,0.0,True
ex03::DON'T THROW THAT OUT,enunciated,speaker_count_3408_last,ex03_default_00285,ex03_enunciated_00285,12.5,20.0,0.3333333333333333,1,2,6,2,4,2,4,,,,,True
ex03::DON'T THROW THAT OUT,enunciated,speaker_count_3408_last,ex03_default_00285,ex03_enunciated_00285,12.5,40.0,0.3333333333333333,1,2,6,2,4,2,4,,,,,True
ex03::DON'T THROW THAT OUT,enunciated,emotion_3407,ex03_default_00285,ex03_enunciated_00285,0.0,20.0,0.4444444444444444,4,8,18,7,11,7,11,0.3416666666666667,0.3154411764705883,0.3333333333333333,0.2222222222222222,True
ex03::DON'T THROW THAT OUT,enunciated,emotion_3407,ex03_default_00285,ex03_enunciated_00285,0.0,40.0,0.6666666666666666,6,12,18,7,11,7,11,,,0.6666666666666666,0.4444444444444444,True
ex03::DON'T THROW THAT OUT,enunciated,emotion_3407,ex03_default_00285,ex03_enunciated_00285,12.5,20.0,0.4444444444444444,4,8,18,7,11,7,11,,,,,True
ex03::DON'T THROW THAT OUT,enunciated,emotion_3407,ex03_default_00285,ex03_enunciated_00285,12.5,40.0,0.6666666666666666,6,12,18,7,11,7,11,,,,,True
ex03::DON'T THROW THAT OUT,enunciated,emotion_3409,ex03_default_00285,ex03_enunciated_00285,0.0,20.0,0.0,0,0,13,4,9,4,9,0.13461538461538464,0.1972027972027972,0.3076923076923077,0.15384615384615385,True
ex03::DON'T THROW THAT OUT,enunciated,emotion_3409,ex03_default_00285,ex03_enunciated_00285,0.0,40.0,0.3076923076923077,2,4,13,4,9,4,9,,,0.46153846153846156,0.15384615384615385,True
ex03::DON'T THROW THAT OUT,enunciated,emotion_3409,ex03_default_00285,ex03_enunciated_00285,12.5,20.0,0.15384615384615385,1,2,13,4,9,4,9,,,,,True
ex03::DON'T THROW THAT OUT,enunciated,emotion_3409,ex03_default_00285,ex03_enunciated_00285,12.5,40.0,0.3076923076923077,2,4,13,4,9,4,9,,,,,True
ex03::GRANNY SMITH APPLES YOUR FAVORITE,happy,asr_3408,ex03_default_00104,ex03_happy_00104,0.0,20.0,0.9056603773584906,24,48,53,25,28,25,28,0.5622641509433961,0.5601063829787234,0.8679245283018868,0.5283018867924528,True
ex03::GRANNY SMITH APPLES YOUR FAVORITE,happy,asr_3408,ex03_default_00104,ex03_happy_00104,0.0,40.0,0.9056603773584906,24,48,53,25,28,25,28,,,0.9056603773584906,0.7547169811320755,True
ex03::GRANNY SMITH APPLES YOUR FAVORITE,happy,asr_3408,ex03_default_00104,ex03_happy_00104,12.5,20.0,0.9056603773584906,24,48,53,25,28,25,28,,,,,True
ex03::GRANNY SMITH APPLES YOUR FAVORITE,happy,asr_3408,ex03_default_00104,ex03_happy_00104,12.5,40.0,0.9056603773584906,24,48,53,25,28,25,28,,,,,True
ex03::GRANNY SMITH APPLES YOUR FAVORITE,happy,emotion_3408,ex03_default_00104,ex03_happy_00104,0.0,20.0,0.8333333333333334,10,20,24,12,12,12,12,0.4604166666666667,0.22984189723320156,0.75,0.16666666666666666,True
ex03::GRANNY SMITH APPLES YOUR FAVORITE,happy,emotion_3408,ex03_default_00104,ex03_happy_00104,0.0,40.0,0.8333333333333334,10,20,24,12,12,12,12,,,0.8333333333333334,0.5,True
ex03::GRANNY SMITH APPLES YOUR FAVORITE,happy,emotion_3408,ex03_default_00104,ex03_happy_00104,12.5,20.0,0.8333333333333334,10,20,24,12,12,12,12,,,,,True
ex03::GRANNY SMITH APPLES YOUR FAVORITE,happy,emotion_3408,ex03_default_00104,ex03_happy_00104,12.5,40.0,0.8333333333333334,10,20,24,12,12,12,12,,,,,True
ex03::GRANNY SMITH APPLES YOUR FAVORITE,happy,intent_3408_last,ex03_default_00104,ex03_happy_00104,0.0,20.0,0.8235294117647058,14,28,34,15,19,15,19,0.3838235294117647,0.40451612903225803,0.8235294117647058,0.29411764705882354,True
ex03::GRANNY SMITH APPLES YOUR FAVORITE,happy,intent_3408_last,ex03_default_00104,ex03_happy_00104,0.0,40.0,0.8235294117647058,14,28,34,15,19,15,19,,,0.8823529411764706,0.5882352941176471,True
ex03::GRANNY SMITH APPLES YOUR FAVORITE,happy,intent_3408_last,ex03_default_00104,ex03_happy_00104,12.5,20.0,0.7647058823529411,13,26,34,15,19,15,19,,,,,True
ex03::GRANNY SMITH APPLES YOUR FAVORITE,happy,intent_3408_last,ex03_default_00104,ex03_happy_00104,12.5,40.0,0.8823529411764706,15,30,34,15,19,15,19,,,,,True
ex03::GRANNY SMITH APPLES YOUR FAVORITE,happy,speaker_count_3408_last,ex03_default_00104,ex03_happy_00104,0.0,20.0,0.8333333333333334,5,10,12,6,6,6,6,0.4583333333333333,0.1409090909090909,1.0,0.0,True
ex03::GRANNY SMITH APPLES YOUR FAVORITE,happy,speaker_count_3408_last,ex03_default_00104,ex03_happy_00104,0.0,40.0,1.0,6,12,12,6,6,6,6,,,1.0,0.16666666666666666,True
ex03::GRANNY SMITH APPLES YOUR FAVORITE,happy,speaker_count_3408_last,ex03_default_00104,ex03_happy_00104,12.5,20.0,0.8333333333333334,5,10,12,6,6,6,6,,,,,True
ex03::GRANNY SMITH APPLES YOUR FAVORITE,happy,speaker_count_3408_last,ex03_default_00104,ex03_happy_00104,12.5,40.0,1.0,6,12,12,6,6,6,6,,,,,True
ex03::GRANNY SMITH APPLES YOUR FAVORITE,happy,emotion_3407,ex03_default_00104,ex03_happy_00104,0.0,20.0,0.9333333333333333,14,28,30,14,16,14,16,0.4533333333333333,0.32156084656084655,0.8666666666666667,0.2,True
ex03::GRANNY SMITH APPLES YOUR FAVORITE,happy,emotion_3407,ex03_default_00104,ex03_happy_00104,0.0,40.0,0.9333333333333333,14,28,30,14,16,14,16,,,0.9333333333333333,0.4666666666666667,True
ex03::GRANNY SMITH APPLES YOUR FAVORITE,happy,emotion_3407,ex03_default_00104,ex03_happy_00104,12.5,20.0,0.9333333333333333,14,28,30,14,16,14,16,,,,,True
ex03::GRANNY SMITH APPLES YOUR FAVORITE,happy,emotion_3407,ex03_default_00104,ex03_happy_00104,12.5,40.0,0.9333333333333333,14,28,30,14,16,14,16,,,,,True
ex03::GRANNY SMITH APPLES YOUR FAVORITE,happy,emotion_3409,ex03_default_00104,ex03_happy_00104,0.0,20.0,0.8333333333333334,10,20,24,11,13,11,13,0.3729166666666667,0.23636363636363633,0.75,0.08333333333333333,True
ex03::GRANNY SMITH APPLES YOUR FAVORITE,happy,emotion_3409,ex03_default_00104,ex03_happy_00104,0.0,40.0,0.8333333333333334,10,20,24,11,13,11,13,,,0.8333333333333334,0.5,True
ex03::GRANNY SMITH APPLES YOUR FAVORITE,happy,emotion_3409,ex03_default_00104,ex03_happy_00104,12.5,20.0,0.8333333333333334,10,20,24,11,13,11,13,,,,,True
ex03::GRANNY SMITH APPLES YOUR FAVORITE,happy,emotion_3409,ex03_default_00104,ex03_happy_00104,12.5,40.0,0.8333333333333334,10,20,24,11,13,11,13,,,,,True
ex03::GRANNY SMITH APPLES YOUR FAVORITE,sad,asr_3408,ex03_default_00104,ex03_sad_00104,0.0,20.0,0.8461538461538461,22,44,52,25,27,25,27,0.5615384615384615,0.5007083152409901,0.6538461538461539,0.5,True
ex03::GRANNY SMITH APPLES YOUR FAVORITE,sad,asr_3408,ex03_default_00104,ex03_sad_00104,0.0,40.0,0.9230769230769231,24,48,52,25,27,25,27,,,0.8076923076923077,0.6538461538461539,True
ex03::GRANNY SMITH APPLES YOUR FAVORITE,sad,asr_3408,ex03_default_00104,ex03_sad_00104,12.5,20.0,0.8461538461538461,22,44,52,25,27,25,27,,,,,True
ex03::GRANNY SMITH APPLES YOUR FAVORITE,sad,asr_3408,ex03_default_00104,ex03_sad_00104,12.5,40.0,0.9230769230769231,24,48,52,25,27,25,27,,,,,True
ex03::GRANNY SMITH APPLES YOUR FAVORITE,sad,emotion_3408,ex03_default_00104,ex03_sad_00104,0.0,20.0,0.8148148148148148,11,22,27,12,15,12,15,0.45740740740740743,0.3141794871794873,0.37037037037037035,0.5185185185185185,True
ex03::GRANNY SMITH APPLES YOUR FAVORITE,sad,emotion_3408,ex03_default_00104,ex03_sad_00104,0.0,40.0,0.8888888888888888,12,24,27,12,15,12,15,,,0.8148148148148148,0.8148148148148148,True
ex03::GRANNY SMITH APPLES YOUR FAVORITE,sad,emotion_3408,ex03_default_00104,ex03_sad_00104,12.5,20.0,0.7407407407407407,10,20,27,12,15,12,15,,,,,True
ex03::GRANNY SMITH APPLES YOUR FAVORITE,sad,emotion_3408,ex03_default_00104,ex03_sad_00104,12.5,40.0,0.8888888888888888,12,24,27,12,15,12,15,,,,,True
ex03::GRANNY SMITH APPLES YOUR FAVORITE,sad,intent_3408_last,ex03_default_00104,ex03_sad_00104,0.0,20.0,0.8387096774193549,13,26,31,15,16,15,16,0.4290322580645161,0.331215106732348,0.45161290322580644,0.5806451612903226,True
ex03::GRANNY SMITH APPLES YOUR FAVORITE,sad,intent_3408_last,ex03_default_00104,ex03_sad_00104,0.0,40.0,0.9032258064516129,14,28,31,15,16,15,16,,,0.7096774193548387,0.7096774193548387,True
ex03::GRANNY SMITH APPLES YOUR FAVORITE,sad,intent_3408_last,ex03_default_00104,ex03_sad_00104,12.5,20.0,0.8387096774193549,13,26,31,15,16,15,16,,,,,True
ex03::GRANNY SMITH APPLES YOUR FAVORITE,sad,intent_3408_last,ex03_default_00104,ex03_sad_00104,12.5,40.0,0.9032258064516129,14,28,31,15,16,15,16,,,,,True
ex03::GRANNY SMITH APPLES YOUR FAVORITE,sad,speaker_count_3408_last,ex03_default_00104,ex03_sad_00104,0.0,20.0,0.6666666666666666,4,8,12,6,6,6,6,0.27083333333333337,0.08712121212121213,0.3333333333333333,0.0,True
ex03::GRANNY SMITH APPLES YOUR FAVORITE,sad,speaker_count_3408_last,ex03_default_00104,ex03_sad_00104,0.0,40.0,0.8333333333333334,5,10,12,6,6,6,6,,,0.5,0.16666666666666666,True
ex03::GRANNY SMITH APPLES YOUR FAVORITE,sad,speaker_count_3408_last,ex03_default_00104,ex03_sad_00104,12.5,20.0,0.6666666666666666,4,8,12,6,6,6,6,,,,,True
ex03::GRANNY SMITH APPLES YOUR FAVORITE,sad,speaker_count_3408_last,ex03_default_00104,ex03_sad_00104,12.5,40.0,0.8333333333333334,5,10,12,6,6,6,6,,,,,True
ex03::GRANNY SMITH APPLES YOUR FAVORITE,sad,emotion_3407,ex03_default_00104,ex03_sad_00104,0.0,20.0,0.7333333333333333,11,22,30,14,16,14,16,0.5033333333333333,0.3017743112570698,0.6,0.4666666666666667,True
ex03::GRANNY SMITH APPLES YOUR FAVORITE,sad,emotion_3407,ex03_default_00104,ex03_sad_00104,0.0,40.0,0.8666666666666667,13,26,30,14,16,14,16,,,0.7333333333333333,0.6666666666666666,True
ex03::GRANNY SMITH APPLES YOUR FAVORITE,sad,emotion_3407,ex03_default_00104,ex03_sad_00104,12.5,20.0,0.7333333333333333,11,22,30,14,16,14,16,,,,,True
ex03::GRANNY SMITH APPLES YOUR FAVORITE,sad,emotion_3407,ex03_default_00104,ex03_sad_00104,12.5,40.0,0.8666666666666667,13,26,30,14,16,14,16,,,,,True
ex03::GRANNY SMITH APPLES YOUR FAVORITE,sad,emotion_3409,ex03_default_00104,ex03_sad_00104,0.0,20.0,0.64,8,16,25,11,14,11,14,0.43200000000000005,0.25674637681159423,0.48,0.4,True
ex03::GRANNY SMITH APPLES YOUR FAVORITE,sad,emotion_3409,ex03_default_00104,ex03_sad_00104,0.0,40.0,0.72,9,18,25,11,14,11,14,,,0.64,0.64,True
ex03::GRANNY SMITH APPLES YOUR FAVORITE,sad,emotion_3409,ex03_default_00104,ex03_sad_00104,12.5,20.0,0.64,8,16,25,11,14,11,14,,,,,True
ex03::GRANNY SMITH APPLES YOUR FAVORITE,sad,emotion_3409,ex03_default_00104,ex03_sad_00104,12.5,40.0,0.72,9,18,25,11,14,11,14,,,,,True
ex03::GRANNY SMITH APPLES YOUR FAVORITE,confused,asr_3408,ex03_default_00104,ex03_confused_00104,0.0,20.0,0.9019607843137255,23,46,51,25,26,25,26,0.5774509803921569,0.5543367346938776,0.8627450980392157,0.47058823529411764,True
ex03::GRANNY SMITH APPLES YOUR FAVORITE,confused,asr_3408,ex03_default_00104,ex03_confused_00104,0.0,40.0,0.9803921568627451,25,50,51,25,26,25,26,,,0.9411764705882353,0.7450980392156863,True
ex03::GRANNY SMITH APPLES YOUR FAVORITE,confused,asr_3408,ex03_default_00104,ex03_confused_00104,12.5,20.0,0.9019607843137255,23,46,51,25,26,25,26,,,,,True
ex03::GRANNY SMITH APPLES YOUR FAVORITE,confused,asr_3408,ex03_default_00104,ex03_confused_00104,12.5,40.0,0.9803921568627451,25,50,51,25,26,25,26,,,,,True
ex03::GRANNY SMITH APPLES YOUR FAVORITE,confused,emotion_3408,ex03_default_00104,ex03_confused_00104,0.0,20.0,0.8,10,20,25,12,13,12,13,0.42400000000000004,0.24673913043478257,0.4,0.32,True
ex03::GRANNY SMITH APPLES YOUR FAVORITE,confused,emotion_3408,ex03_default_00104,ex03_confused_00104,0.0,40.0,0.88,11,22,25,12,13,12,13,,,0.88,0.56,True
ex03::GRANNY SMITH APPLES YOUR FAVORITE,confused,emotion_3408,ex03_default_00104,ex03_confused_00104,12.5,20.0,0.88,11,22,25,12,13,12,13,,,,,True
ex03::GRANNY SMITH APPLES YOUR FAVORITE,confused,emotion_3408,ex03_default_00104,ex03_confused_00104,12.5,40.0,0.88,11,22,25,12,13,12,13,,,,,True
ex03::GRANNY SMITH APPLES YOUR FAVORITE,confused,intent_3408_last,ex03_default_00104,ex03_confused_00104,0.0,20.0,0.7647058823529411,13,26,34,15,19,15,19,0.5176470588235295,0.4145833333333333,0.4117647058823529,0.35294117647058826,True
ex03::GRANNY SMITH APPLES YOUR FAVORITE,confused,intent_3408_last,ex03_default_00104,ex03_confused_00104,0.0,40.0,0.8235294117647058,14,28,34,15,19,15,19,,,0.7058823529411765,0.5294117647058824,True
ex03::GRANNY SMITH APPLES YOUR FAVORITE,confused,intent_3408_last,ex03_default_00104,ex03_confused_00104,12.5,20.0,0.7647058823529411,13,26,34,15,19,15,19,,,,,True
ex03::GRANNY SMITH APPLES YOUR FAVORITE,confused,intent_3408_last,ex03_default_00104,ex03_confused_00104,12.5,40.0,0.8235294117647058,14,28,34,15,19,15,19,,,,,True
ex03::GRANNY SMITH APPLES YOUR FAVORITE,confused,speaker_count_3408_last,ex03_default_00104,ex03_confused_00104,0.0,20.0,1.0,6,12,12,6,6,6,6,0.39166666666666666,0.1537878787878788,0.8333333333333334,0.0,True
ex03::GRANNY SMITH APPLES YOUR FAVORITE,confused,speaker_count_3408_last,ex03_default_00104,ex03_confused_00104,0.0,40.0,1.0,6,12,12,6,6,6,6,,,0.8333333333333334,0.16666666666666666,True
ex03::GRANNY SMITH APPLES YOUR FAVORITE,confused,speaker_count_3408_last,ex03_default_00104,ex03_confused_00104,12.5,20.0,1.0,6,12,12,6,6,6,6,,,,,True
ex03::GRANNY SMITH APPLES YOUR FAVORITE,confused,speaker_count_3408_last,ex03_default_00104,ex03_confused_00104,12.5,40.0,1.0,6,12,12,6,6,6,6,,,,,True
ex03::GRANNY SMITH APPLES YOUR FAVORITE,confused,emotion_3407,ex03_default_00104,ex03_confused_00104,0.0,20.0,0.8275862068965517,12,24,29,14,15,14,15,0.5017241379310345,0.29933862433862435,0.4827586206896552,0.41379310344827586,True
ex03::GRANNY SMITH APPLES YOUR FAVORITE,confused,emotion_3407,ex03_default_00104,ex03_confused_00104,0.0,40.0,0.8275862068965517,12,24,29,14,15,14,15,,,0.7586206896551724,0.41379310344827586,True
ex03::GRANNY SMITH APPLES YOUR FAVORITE,confused,emotion_3407,ex03_default_00104,ex03_confused_00104,12.5,20.0,0.8275862068965517,12,24,29,14,15,14,15,,,,,True
ex03::GRANNY SMITH APPLES YOUR FAVORITE,confused,emotion_3407,ex03_default_00104,ex03_confused_00104,12.5,40.0,0.8275862068965517,12,24,29,14,15,14,15,,,,,True
ex03::GRANNY SMITH APPLES YOUR FAVORITE,confused,emotion_3409,ex03_default_00104,ex03_confused_00104,0.0,20.0,0.6086956521739131,7,14,23,11,12,11,12,0.35,0.27193675889328056,0.43478260869565216,0.17391304347826086,True
ex03::GRANNY SMITH APPLES YOUR FAVORITE,confused,emotion_3409,ex03_default_00104,ex03_confused_00104,0.0,40.0,0.6086956521739131,7,14,23,11,12,11,12,,,0.6086956521739131,0.2608695652173913,True
ex03::GRANNY SMITH APPLES YOUR FAVORITE,confused,emotion_3409,ex03_default_00104,ex03_confused_00104,12.5,20.0,0.6086956521739131,7,14,23,11,12,11,12,,,,,True
ex03::GRANNY SMITH APPLES YOUR FAVORITE,confused,emotion_3409,ex03_default_00104,ex03_confused_00104,12.5,40.0,0.6086956521739131,7,14,23,11,12,11,12,,,,,True
ex03::GRANNY SMITH APPLES YOUR FAVORITE,whisper,asr_3408,ex03_default_00104,ex03_whisper_00104,0.0,20.0,0.84,21,42,50,25,25,25,25,0.557,0.5153561517113784,0.6,0.64,True
ex03::GRANNY SMITH APPLES YOUR FAVORITE,whisper,asr_3408,ex03_default_00104,ex03_whisper_00104,0.0,40.0,0.92,23,46,50,25,25,25,25,,,0.84,0.88,True
ex03::GRANNY SMITH APPLES YOUR FAVORITE,whisper,asr_3408,ex03_default_00104,ex03_whisper_00104,12.5,20.0,0.8,20,40,50,25,25,25,25,,,,,True
