block,style,policy,default_uid,style_uid,offset_ms,tol_ms,f1,hits,twice_hits,den,default_cuts,style_cuts,default_total,style_total,phone_null_f1,grid_f1,word_warp_f1,duration_warp_f1,strict_phone_sequence
ex02::COMPARING AND CONTRASTING THE VARIOUS OFFENDER TYPES IS ILLUMINATING,whisper,speaker_count_3408_last,ex02_default_00089,ex02_whisper_00089,0.0,40.0,0.7333333333333333,11,22,30,15,15,15,16,,,0.6666666666666666,0.45161290322580644,True
ex02::COMPARING AND CONTRASTING THE VARIOUS OFFENDER TYPES IS ILLUMINATING,whisper,speaker_count_3408_last,ex02_default_00089,ex02_whisper_00089,12.5,20.0,0.7333333333333333,11,22,30,15,15,15,16,,,,,True
ex02::COMPARING AND CONTRASTING THE VARIOUS OFFENDER TYPES IS ILLUMINATING,whisper,speaker_count_3408_last,ex02_default_00089,ex02_whisper_00089,12.5,40.0,0.7333333333333333,11,22,30,15,15,15,16,,,,,True
ex02::COMPARING AND CONTRASTING THE VARIOUS OFFENDER TYPES IS ILLUMINATING,whisper,emotion_3407,ex02_default_00089,ex02_whisper_00089,0.0,20.0,0.4838709677419355,15,30,62,30,32,30,33,0.3758064516129032,0.2874185157383656,0.41935483870967744,0.2222222222222222,True
ex02::COMPARING AND CONTRASTING THE VARIOUS OFFENDER TYPES IS ILLUMINATING,whisper,emotion_3407,ex02_default_00089,ex02_whisper_00089,0.0,40.0,0.7096774193548387,22,44,62,30,32,30,33,,,0.6451612903225806,0.6031746031746031,True
ex02::COMPARING AND CONTRASTING THE VARIOUS OFFENDER TYPES IS ILLUMINATING,whisper,emotion_3407,ex02_default_00089,ex02_whisper_00089,12.5,20.0,0.45901639344262296,14,28,61,30,31,30,33,,,,,True
ex02::COMPARING AND CONTRASTING THE VARIOUS OFFENDER TYPES IS ILLUMINATING,whisper,emotion_3407,ex02_default_00089,ex02_whisper_00089,12.5,40.0,0.7213114754098361,22,44,61,30,31,30,33,,,,,True
ex02::COMPARING AND CONTRASTING THE VARIOUS OFFENDER TYPES IS ILLUMINATING,whisper,emotion_3409,ex02_default_00089,ex02_whisper_00089,0.0,20.0,0.49122807017543857,14,28,57,27,30,27,33,0.3833333333333333,0.30303470812904776,0.45614035087719296,0.26666666666666666,True
ex02::COMPARING AND CONTRASTING THE VARIOUS OFFENDER TYPES IS ILLUMINATING,whisper,emotion_3409,ex02_default_00089,ex02_whisper_00089,0.0,40.0,0.7368421052631579,21,42,57,27,30,27,33,,,0.7368421052631579,0.6333333333333333,True
ex02::COMPARING AND CONTRASTING THE VARIOUS OFFENDER TYPES IS ILLUMINATING,whisper,emotion_3409,ex02_default_00089,ex02_whisper_00089,12.5,20.0,0.5614035087719298,16,32,57,27,30,27,33,,,,,True
ex02::COMPARING AND CONTRASTING THE VARIOUS OFFENDER TYPES IS ILLUMINATING,whisper,emotion_3409,ex02_default_00089,ex02_whisper_00089,12.5,40.0,0.7368421052631579,21,42,57,27,30,27,33,,,,,True
ex02::COMPARING AND CONTRASTING THE VARIOUS OFFENDER TYPES IS ILLUMINATING,laughing,asr_3408,ex02_default_00089,ex02_laughing_00089,0.0,20.0,0.8,46,92,115,52,63,52,63,0.5065217391304347,0.5331129466086166,0.6260869565217392,0.5391304347826087,True
ex02::COMPARING AND CONTRASTING THE VARIOUS OFFENDER TYPES IS ILLUMINATING,laughing,asr_3408,ex02_default_00089,ex02_laughing_00089,0.0,40.0,0.8695652173913043,50,100,115,52,63,52,63,,,0.8173913043478261,0.7652173913043478,True
ex02::COMPARING AND CONTRASTING THE VARIOUS OFFENDER TYPES IS ILLUMINATING,laughing,asr_3408,ex02_default_00089,ex02_laughing_00089,12.5,20.0,0.7652173913043478,44,88,115,52,63,52,63,,,,,True
ex02::COMPARING AND CONTRASTING THE VARIOUS OFFENDER TYPES IS ILLUMINATING,laughing,asr_3408,ex02_default_00089,ex02_laughing_00089,12.5,40.0,0.8695652173913043,50,100,115,52,63,52,63,,,,,True
ex02::COMPARING AND CONTRASTING THE VARIOUS OFFENDER TYPES IS ILLUMINATING,laughing,emotion_3408,ex02_default_00089,ex02_laughing_00089,0.0,20.0,0.6666666666666666,22,44,66,29,37,29,37,0.346969696969697,0.3144825531129074,0.3333333333333333,0.30303030303030304,True
ex02::COMPARING AND CONTRASTING THE VARIOUS OFFENDER TYPES IS ILLUMINATING,laughing,emotion_3408,ex02_default_00089,ex02_laughing_00089,0.0,40.0,0.7878787878787878,26,52,66,29,37,29,37,,,0.6363636363636364,0.5454545454545454,True
ex02::COMPARING AND CONTRASTING THE VARIOUS OFFENDER TYPES IS ILLUMINATING,laughing,emotion_3408,ex02_default_00089,ex02_laughing_00089,12.5,20.0,0.6060606060606061,20,40,66,29,37,29,37,,,,,True
ex02::COMPARING AND CONTRASTING THE VARIOUS OFFENDER TYPES IS ILLUMINATING,laughing,emotion_3408,ex02_default_00089,ex02_laughing_00089,12.5,40.0,0.7878787878787878,26,52,66,29,37,29,37,,,,,True
ex02::COMPARING AND CONTRASTING THE VARIOUS OFFENDER TYPES IS ILLUMINATING,laughing,intent_3408_last,ex02_default_00089,ex02_laughing_00089,0.0,20.0,0.6835443037974683,27,54,79,35,44,35,44,0.3772151898734177,0.37017178822658275,0.379746835443038,0.45569620253164556,True
ex02::COMPARING AND CONTRASTING THE VARIOUS OFFENDER TYPES IS ILLUMINATING,laughing,intent_3408_last,ex02_default_00089,ex02_laughing_00089,0.0,40.0,0.8354430379746836,33,66,79,35,44,35,44,,,0.7088607594936709,0.6582278481012658,True
ex02::COMPARING AND CONTRASTING THE VARIOUS OFFENDER TYPES IS ILLUMINATING,laughing,intent_3408_last,ex02_default_00089,ex02_laughing_00089,12.5,20.0,0.6329113924050633,25,50,79,35,44,35,44,,,,,True
ex02::COMPARING AND CONTRASTING THE VARIOUS OFFENDER TYPES IS ILLUMINATING,laughing,intent_3408_last,ex02_default_00089,ex02_laughing_00089,12.5,40.0,0.8354430379746836,33,66,79,35,44,35,44,,,,,True
ex02::COMPARING AND CONTRASTING THE VARIOUS OFFENDER TYPES IS ILLUMINATING,laughing,speaker_count_3408_last,ex02_default_00089,ex02_laughing_00089,0.0,20.0,0.7741935483870968,12,24,31,15,16,15,16,0.2725806451612903,0.13517241379310346,0.45161290322580644,0.25806451612903225,True
ex02::COMPARING AND CONTRASTING THE VARIOUS OFFENDER TYPES IS ILLUMINATING,laughing,speaker_count_3408_last,ex02_default_00089,ex02_laughing_00089,0.0,40.0,0.8387096774193549,13,26,31,15,16,15,16,,,0.5806451612903226,0.3870967741935484,True
ex02::COMPARING AND CONTRASTING THE VARIOUS OFFENDER TYPES IS ILLUMINATING,laughing,speaker_count_3408_last,ex02_default_00089,ex02_laughing_00089,12.5,20.0,0.5806451612903226,9,18,31,15,16,15,16,,,,,True
ex02::COMPARING AND CONTRASTING THE VARIOUS OFFENDER TYPES IS ILLUMINATING,laughing,speaker_count_3408_last,ex02_default_00089,ex02_laughing_00089,12.5,40.0,0.8387096774193549,13,26,31,15,16,15,16,,,,,True
ex02::COMPARING AND CONTRASTING THE VARIOUS OFFENDER TYPES IS ILLUMINATING,laughing,emotion_3407,ex02_default_00089,ex02_laughing_00089,0.0,20.0,0.6567164179104478,22,44,67,30,37,30,37,0.38208955223880603,0.30865655401945724,0.3283582089552239,0.29850746268656714,True
ex02::COMPARING AND CONTRASTING THE VARIOUS OFFENDER TYPES IS ILLUMINATING,laughing,emotion_3407,ex02_default_00089,ex02_laughing_00089,0.0,40.0,0.8059701492537313,27,54,67,30,37,30,37,,,0.6567164179104478,0.5373134328358209,True
ex02::COMPARING AND CONTRASTING THE VARIOUS OFFENDER TYPES IS ILLUMINATING,laughing,emotion_3407,ex02_default_00089,ex02_laughing_00089,12.5,20.0,0.5671641791044776,19,38,67,30,37,30,37,,,,,True
ex02::COMPARING AND CONTRASTING THE VARIOUS OFFENDER TYPES IS ILLUMINATING,laughing,emotion_3407,ex02_default_00089,ex02_laughing_00089,12.5,40.0,0.8059701492537313,27,54,67,30,37,30,37,,,,,True
ex02::COMPARING AND CONTRASTING THE VARIOUS OFFENDER TYPES IS ILLUMINATING,laughing,emotion_3409,ex02_default_00089,ex02_laughing_00089,0.0,20.0,0.5862068965517241,17,34,58,27,31,27,31,0.34827586206896555,0.29302068302068296,0.41379310344827586,0.3103448275862069,True
ex02::COMPARING AND CONTRASTING THE VARIOUS OFFENDER TYPES IS ILLUMINATING,laughing,emotion_3409,ex02_default_00089,ex02_laughing_00089,0.0,40.0,0.6896551724137931,20,40,58,27,31,27,31,,,0.5517241379310345,0.5172413793103449,True
ex02::COMPARING AND CONTRASTING THE VARIOUS OFFENDER TYPES IS ILLUMINATING,laughing,emotion_3409,ex02_default_00089,ex02_laughing_00089,12.5,20.0,0.4482758620689655,13,26,58,27,31,27,31,,,,,True
ex02::COMPARING AND CONTRASTING THE VARIOUS OFFENDER TYPES IS ILLUMINATING,laughing,emotion_3409,ex02_default_00089,ex02_laughing_00089,12.5,40.0,0.6896551724137931,20,40,58,27,31,27,31,,,,,True
ex02::COMPARING AND CONTRASTING THE VARIOUS OFFENDER TYPES IS ILLUMINATING,enunciated,asr_3408,ex02_default_00089,ex02_enunciated_00089,0.0,20.0,0.743801652892562,45,90,121,52,69,52,69,0.5363636363636364,0.5742597931803328,0.6446280991735537,0.4628099173553719,True
ex02::COMPARING AND CONTRASTING THE VARIOUS OFFENDER TYPES IS ILLUMINATING,enunciated,asr_3408,ex02_default_00089,ex02_enunciated_00089,0.0,40.0,0.859504132231405,52,104,121,52,69,52,69,,,0.8429752066115702,0.6776859504132231,True
ex02::COMPARING AND CONTRASTING THE VARIOUS OFFENDER TYPES IS ILLUMINATING,enunciated,asr_3408,ex02_default_00089,ex02_enunciated_00089,12.5,20.0,0.743801652892562,45,90,121,52,69,52,69,,,,,True
ex02::COMPARING AND CONTRASTING THE VARIOUS OFFENDER TYPES IS ILLUMINATING,enunciated,asr_3408,ex02_default_00089,ex02_enunciated_00089,12.5,40.0,0.859504132231405,52,104,121,52,69,52,69,,,,,True
ex02::COMPARING AND CONTRASTING THE VARIOUS OFFENDER TYPES IS ILLUMINATING,enunciated,emotion_3408,ex02_default_00089,ex02_enunciated_00089,0.0,20.0,0.7164179104477612,24,48,67,29,38,29,38,0.38358208955223877,0.3099548368298368,0.26865671641791045,0.29850746268656714,True
ex02::COMPARING AND CONTRASTING THE VARIOUS OFFENDER TYPES IS ILLUMINATING,enunciated,emotion_3408,ex02_default_00089,ex02_enunciated_00089,0.0,40.0,0.8059701492537313,27,54,67,29,38,29,38,,,0.7164179104477612,0.5970149253731343,True
ex02::COMPARING AND CONTRASTING THE VARIOUS OFFENDER TYPES IS ILLUMINATING,enunciated,emotion_3408,ex02_default_00089,ex02_enunciated_00089,12.5,20.0,0.6865671641791045,23,46,67,29,38,29,38,,,,,True
ex02::COMPARING AND CONTRASTING THE VARIOUS OFFENDER TYPES IS ILLUMINATING,enunciated,emotion_3408,ex02_default_00089,ex02_enunciated_00089,12.5,40.0,0.8059701492537313,27,54,67,29,38,29,38,,,,,True
ex02::COMPARING AND CONTRASTING THE VARIOUS OFFENDER TYPES IS ILLUMINATING,enunciated,intent_3408_last,ex02_default_00089,ex02_enunciated_00089,0.0,20.0,0.7160493827160493,29,58,81,35,46,35,46,0.38209876543209875,0.3793680528332427,0.41975308641975306,0.2222222222222222,True
ex02::COMPARING AND CONTRASTING THE VARIOUS OFFENDER TYPES IS ILLUMINATING,enunciated,intent_3408_last,ex02_default_00089,ex02_enunciated_00089,0.0,40.0,0.8641975308641975,35,70,81,35,46,35,46,,,0.7901234567901234,0.6419753086419753,True
ex02::COMPARING AND CONTRASTING THE VARIOUS OFFENDER TYPES IS ILLUMINATING,enunciated,intent_3408_last,ex02_default_00089,ex02_enunciated_00089,12.5,20.0,0.7407407407407407,30,60,81,35,46,35,46,,,,,True
ex02::COMPARING AND CONTRASTING THE VARIOUS OFFENDER TYPES IS ILLUMINATING,enunciated,intent_3408_last,ex02_default_00089,ex02_enunciated_00089,12.5,40.0,0.8395061728395061,34,68,81,35,46,35,46,,,,,True
ex02::COMPARING AND CONTRASTING THE VARIOUS OFFENDER TYPES IS ILLUMINATING,enunciated,speaker_count_3408_last,ex02_default_00089,ex02_enunciated_00089,0.0,20.0,0.8,14,28,35,15,20,15,20,0.29,0.17253771963330786,0.5714285714285714,0.11428571428571428,True
ex02::COMPARING AND CONTRASTING THE VARIOUS OFFENDER TYPES IS ILLUMINATING,enunciated,speaker_count_3408_last,ex02_default_00089,ex02_enunciated_00089,0.0,40.0,0.8571428571428571,15,30,35,15,20,15,20,,,0.8571428571428571,0.5714285714285714,True
ex02::COMPARING AND CONTRASTING THE VARIOUS OFFENDER TYPES IS ILLUMINATING,enunciated,speaker_count_3408_last,ex02_default_00089,ex02_enunciated_00089,12.5,20.0,0.8571428571428571,15,30,35,15,20,15,20,,,,,True
ex02::COMPARING AND CONTRASTING THE VARIOUS OFFENDER TYPES IS ILLUMINATING,enunciated,speaker_count_3408_last,ex02_default_00089,ex02_enunciated_00089,12.5,40.0,0.8571428571428571,15,30,35,15,20,15,20,,,,,True
ex02::COMPARING AND CONTRASTING THE VARIOUS OFFENDER TYPES IS ILLUMINATING,enunciated,emotion_3407,ex02_default_00089,ex02_enunciated_00089,0.0,20.0,0.7058823529411765,24,48,68,30,38,30,38,0.40588235294117647,0.32721636572382845,0.38235294117647056,0.2647058823529412,True
ex02::COMPARING AND CONTRASTING THE VARIOUS OFFENDER TYPES IS ILLUMINATING,enunciated,emotion_3407,ex02_default_00089,ex02_enunciated_00089,0.0,40.0,0.8529411764705882,29,58,68,30,38,30,38,,,0.7647058823529411,0.5882352941176471,True
ex02::COMPARING AND CONTRASTING THE VARIOUS OFFENDER TYPES IS ILLUMINATING,enunciated,emotion_3407,ex02_default_00089,ex02_enunciated_00089,12.5,20.0,0.7058823529411765,24,48,68,30,38,30,38,,,,,True
ex02::COMPARING AND CONTRASTING THE VARIOUS OFFENDER TYPES IS ILLUMINATING,enunciated,emotion_3407,ex02_default_00089,ex02_enunciated_00089,12.5,40.0,0.8235294117647058,28,56,68,30,38,30,38,,,,,True
ex02::COMPARING AND CONTRASTING THE VARIOUS OFFENDER TYPES IS ILLUMINATING,enunciated,emotion_3409,ex02_default_00089,ex02_enunciated_00089,0.0,20.0,0.7741935483870968,24,48,62,27,35,27,35,0.38870967741935486,0.29106094285449663,0.3870967741935484,0.3225806451612903,True
ex02::COMPARING AND CONTRASTING THE VARIOUS OFFENDER TYPES IS ILLUMINATING,enunciated,emotion_3409,ex02_default_00089,ex02_enunciated_00089,0.0,40.0,0.8064516129032258,25,50,62,27,35,27,35,,,0.6774193548387096,0.5806451612903226,True
ex02::COMPARING AND CONTRASTING THE VARIOUS OFFENDER TYPES IS ILLUMINATING,enunciated,emotion_3409,ex02_default_00089,ex02_enunciated_00089,12.5,20.0,0.7096774193548387,22,44,62,27,35,27,35,,,,,True
ex02::COMPARING AND CONTRASTING THE VARIOUS OFFENDER TYPES IS ILLUMINATING,enunciated,emotion_3409,ex02_default_00089,ex02_enunciated_00089,12.5,40.0,0.8064516129032258,25,50,62,27,35,27,35,,,,,True
ex02::DELETED THE FIRST SECOND OR THIRD ONE,happy,asr_3408,ex02_default_00073,ex02_happy_00073,0.0,20.0,0.896551724137931,26,52,58,28,30,28,30,0.4862068965517242,0.45805984372022107,0.6896551724137931,0.6206896551724138,True
ex02::DELETED THE FIRST SECOND OR THIRD ONE,happy,asr_3408,ex02_default_00073,ex02_happy_00073,0.0,40.0,0.896551724137931,26,52,58,28,30,28,30,,,0.896551724137931,0.8620689655172413,True
ex02::DELETED THE FIRST SECOND OR THIRD ONE,happy,asr_3408,ex02_default_00073,ex02_happy_00073,12.5,20.0,0.896551724137931,26,52,58,28,30,28,30,,,,,True
ex02::DELETED THE FIRST SECOND OR THIRD ONE,happy,asr_3408,ex02_default_00073,ex02_happy_00073,12.5,40.0,0.896551724137931,26,52,58,28,30,28,30,,,,,True
ex02::DELETED THE FIRST SECOND OR THIRD ONE,happy,emotion_3408,ex02_default_00073,ex02_happy_00073,0.0,20.0,0.9285714285714286,13,26,28,13,15,14,15,0.3696428571428571,0.24956695156695163,0.7857142857142857,0.5517241379310345,True
ex02::DELETED THE FIRST SECOND OR THIRD ONE,happy,emotion_3408,ex02_default_00073,ex02_happy_00073,0.0,40.0,0.9285714285714286,13,26,28,13,15,14,15,,,0.8571428571428571,0.7586206896551724,True
ex02::DELETED THE FIRST SECOND OR THIRD ONE,happy,emotion_3408,ex02_default_00073,ex02_happy_00073,12.5,20.0,0.8571428571428571,12,24,28,13,15,14,15,,,,,True
ex02::DELETED THE FIRST SECOND OR THIRD ONE,happy,emotion_3408,ex02_default_00073,ex02_happy_00073,12.5,40.0,0.9285714285714286,13,26,28,13,15,14,15,,,,,True
ex02::DELETED THE FIRST SECOND OR THIRD ONE,happy,intent_3408_last,ex02_default_00073,ex02_happy_00073,0.0,20.0,0.8292682926829268,17,34,41,20,21,20,21,0.4134146341463415,0.300655706313601,0.6829268292682927,0.5365853658536586,True
ex02::DELETED THE FIRST SECOND OR THIRD ONE,happy,intent_3408_last,ex02_default_00073,ex02_happy_00073,0.0,40.0,0.926829268292683,19,38,41,20,21,20,21,,,0.926829268292683,0.7804878048780488,True
ex02::DELETED THE FIRST SECOND OR THIRD ONE,happy,intent_3408_last,ex02_default_00073,ex02_happy_00073,12.5,20.0,0.7804878048780488,16,32,41,20,21,20,21,,,,,True
ex02::DELETED THE FIRST SECOND OR THIRD ONE,happy,intent_3408_last,ex02_default_00073,ex02_happy_00073,12.5,40.0,0.926829268292683,19,38,41,20,21,20,21,,,,,True
ex02::DELETED THE FIRST SECOND OR THIRD ONE,happy,speaker_count_3408_last,ex02_default_00073,ex02_happy_00073,0.0,20.0,0.8421052631578947,8,16,19,9,10,9,10,0.2,0.16497248022015823,0.631578947368421,0.5263157894736842,True
ex02::DELETED THE FIRST SECOND OR THIRD ONE,happy,speaker_count_3408_last,ex02_default_00073,ex02_happy_00073,0.0,40.0,0.8421052631578947,8,16,19,9,10,9,10,,,0.8421052631578947,0.5263157894736842,True
ex02::DELETED THE FIRST SECOND OR THIRD ONE,happy,speaker_count_3408_last,ex02_default_00073,ex02_happy_00073,12.5,20.0,0.8421052631578947,8,16,19,9,10,9,10,,,,,True
ex02::DELETED THE FIRST SECOND OR THIRD ONE,happy,speaker_count_3408_last,ex02_default_00073,ex02_happy_00073,12.5,40.0,0.8421052631578947,8,16,19,9,10,9,10,,,,,True
ex02::DELETED THE FIRST SECOND OR THIRD ONE,happy,emotion_3407,ex02_default_00073,ex02_happy_00073,0.0,20.0,0.8235294117647058,14,28,34,16,18,17,18,0.36764705882352944,0.2490591397849462,0.5882352941176471,0.45714285714285713,True
ex02::DELETED THE FIRST SECOND OR THIRD ONE,happy,emotion_3407,ex02_default_00073,ex02_happy_00073,0.0,40.0,0.8823529411764706,15,30,34,16,18,17,18,,,0.7647058823529411,0.6857142857142857,True
ex02::DELETED THE FIRST SECOND OR THIRD ONE,happy,emotion_3407,ex02_default_00073,ex02_happy_00073,12.5,20.0,0.8235294117647058,14,28,34,16,18,17,18,,,,,True
ex02::DELETED THE FIRST SECOND OR THIRD ONE,happy,emotion_3407,ex02_default_00073,ex02_happy_00073,12.5,40.0,0.8823529411764706,15,30,34,16,18,17,18,,,,,True
ex02::DELETED THE FIRST SECOND OR THIRD ONE,happy,emotion_3409,ex02_default_00073,ex02_happy_00073,0.0,20.0,0.8148148148148148,11,22,27,13,14,14,14,0.3296296296296296,0.20027920227920232,0.5185185185185185,0.42857142857142855,True
ex02::DELETED THE FIRST SECOND OR THIRD ONE,happy,emotion_3409,ex02_default_00073,ex02_happy_00073,0.0,40.0,0.8888888888888888,12,24,27,13,14,14,14,,,0.7407407407407407,0.5714285714285714,True
ex02::DELETED THE FIRST SECOND OR THIRD ONE,happy,emotion_3409,ex02_default_00073,ex02_happy_00073,12.5,20.0,0.7407407407407407,10,20,27,13,14,14,14,,,,,True
ex02::DELETED THE FIRST SECOND OR THIRD ONE,happy,emotion_3409,ex02_default_00073,ex02_happy_00073,12.5,40.0,0.8888888888888888,12,24,27,13,14,14,14,,,,,True
ex02::DELETED THE FIRST SECOND OR THIRD ONE,sad,asr_3408,ex02_default_00073,ex02_sad_00073,0.0,20.0,0.8524590163934426,26,52,61,28,33,28,33,0.5024590163934426,0.459630757929306,0.5573770491803278,0.5245901639344263,True
ex02::DELETED THE FIRST SECOND OR THIRD ONE,sad,asr_3408,ex02_default_00073,ex02_sad_00073,0.0,40.0,0.8852459016393442,27,54,61,28,33,28,33,,,0.8852459016393442,0.7213114754098361,True
ex02::DELETED THE FIRST SECOND OR THIRD ONE,sad,asr_3408,ex02_default_00073,ex02_sad_00073,12.5,20.0,0.8524590163934426,26,52,61,28,33,28,33,,,,,True
ex02::DELETED THE FIRST SECOND OR THIRD ONE,sad,asr_3408,ex02_default_00073,ex02_sad_00073,12.5,40.0,0.8852459016393442,27,54,61,28,33,28,33,,,,,True
ex02::DELETED THE FIRST SECOND OR THIRD ONE,sad,emotion_3408,ex02_default_00073,ex02_sad_00073,0.0,20.0,0.75,12,24,32,13,19,14,19,0.36875,0.2583203559510568,0.375,0.5454545454545454,True
ex02::DELETED THE FIRST SECOND OR THIRD ONE,sad,emotion_3408,ex02_default_00073,ex02_sad_00073,0.0,40.0,0.75,12,24,32,13,19,14,19,,,0.75,0.6666666666666666,True
ex02::DELETED THE FIRST SECOND OR THIRD ONE,sad,emotion_3408,ex02_default_00073,ex02_sad_00073,12.5,20.0,0.75,12,24,32,13,19,14,19,,,,,True
ex02::DELETED THE FIRST SECOND OR THIRD ONE,sad,emotion_3408,ex02_default_00073,ex02_sad_00073,12.5,40.0,0.75,12,24,32,13,19,14,19,,,,,True
ex02::DELETED THE FIRST SECOND OR THIRD ONE,sad,intent_3408_last,ex02_default_00073,ex02_sad_00073,0.0,20.0,0.8571428571428571,18,36,42,20,22,20,22,0.3964285714285714,0.268029689608637,0.5714285714285714,0.38095238095238093,True
ex02::DELETED THE FIRST SECOND OR THIRD ONE,sad,intent_3408_last,ex02_default_00073,ex02_sad_00073,0.0,40.0,0.9047619047619048,19,38,42,20,22,20,22,,,0.9047619047619048,0.7142857142857143,True
ex02::DELETED THE FIRST SECOND OR THIRD ONE,sad,intent_3408_last,ex02_default_00073,ex02_sad_00073,12.5,20.0,0.8095238095238095,17,34,42,20,22,20,22,,,,,True
ex02::DELETED THE FIRST SECOND OR THIRD ONE,sad,intent_3408_last,ex02_default_00073,ex02_sad_00073,12.5,40.0,0.9047619047619048,19,38,42,20,22,20,22,,,,,True
ex02::DELETED THE FIRST SECOND OR THIRD ONE,sad,speaker_count_3408_last,ex02_default_00073,ex02_sad_00073,0.0,20.0,0.8235294117647058,7,14,17,9,8,9,8,0.22058823529411767,0.10955882352941178,0.5882352941176471,0.23529411764705882,True
ex02::DELETED THE FIRST SECOND OR THIRD ONE,sad,speaker_count_3408_last,ex02_default_00073,ex02_sad_00073,0.0,40.0,0.9411764705882353,8,16,17,9,8,9,8,,,0.8235294117647058,0.47058823529411764,True
ex02::DELETED THE FIRST SECOND OR THIRD ONE,sad,speaker_count_3408_last,ex02_default_00073,ex02_sad_00073,12.5,20.0,0.8235294117647058,7,14,17,9,8,9,8,,,,,True
ex02::DELETED THE FIRST SECOND OR THIRD ONE,sad,speaker_count_3408_last,ex02_default_00073,ex02_sad_00073,12.5,40.0,0.9411764705882353,8,16,17,9,8,9,8,,,,,True
ex02::DELETED THE FIRST SECOND OR THIRD ONE,sad,emotion_3407,ex02_default_00073,ex02_sad_00073,0.0,20.0,0.7878787878787878,13,26,33,16,17,17,17,0.36969696969696975,0.26465725806451607,0.48484848484848486,0.35294117647058826,True
ex02::DELETED THE FIRST SECOND OR THIRD ONE,sad,emotion_3407,ex02_default_00073,ex02_sad_00073,0.0,40.0,0.8484848484848485,14,28,33,16,17,17,17,,,0.8484848484848485,0.6470588235294118,True
ex02::DELETED THE FIRST SECOND OR THIRD ONE,sad,emotion_3407,ex02_default_00073,ex02_sad_00073,12.5,20.0,0.7878787878787878,13,26,33,16,17,17,17,,,,,True
ex02::DELETED THE FIRST SECOND OR THIRD ONE,sad,emotion_3407,ex02_default_00073,ex02_sad_00073,12.5,40.0,0.8484848484848485,14,28,33,16,17,17,17,,,,,True
ex02::DELETED THE FIRST SECOND OR THIRD ONE,sad,emotion_3409,ex02_default_00073,ex02_sad_00073,0.0,20.0,0.8275862068965517,12,24,29,13,16,14,16,0.3655172413793103,0.23392348392348397,0.5517241379310345,0.4,True
ex02::DELETED THE FIRST SECOND OR THIRD ONE,sad,emotion_3409,ex02_default_00073,ex02_sad_00073,0.0,40.0,0.896551724137931,13,26,29,13,16,14,16,,,0.896551724137931,0.6,True
ex02::DELETED THE FIRST SECOND OR THIRD ONE,sad,emotion_3409,ex02_default_00073,ex02_sad_00073,12.5,20.0,0.8275862068965517,12,24,29,13,16,14,16,,,,,True
ex02::DELETED THE FIRST SECOND OR THIRD ONE,sad,emotion_3409,ex02_default_00073,ex02_sad_00073,12.5,40.0,0.896551724137931,13,26,29,13,16,14,16,,,,,True
ex02::DELETED THE FIRST SECOND OR THIRD ONE,confused,asr_3408,ex02_default_00073,ex02_confused_00073,0.0,20.0,0.8125,26,52,64,28,36,28,37,0.48671875,0.4752033283090837,0.4375,0.5230769230769231,True
ex02::DELETED THE FIRST SECOND OR THIRD ONE,confused,asr_3408,ex02_default_00073,ex02_confused_00073,0.0,40.0,0.8125,26,52,64,28,36,28,37,,,0.6875,0.6461538461538462,True
ex02::DELETED THE FIRST SECOND OR THIRD ONE,confused,asr_3408,ex02_default_00073,ex02_confused_00073,12.5,20.0,0.78125,25,50,64,28,36,28,37,,,,,True
ex02::DELETED THE FIRST SECOND OR THIRD ONE,confused,asr_3408,ex02_default_00073,ex02_confused_00073,12.5,40.0,0.78125,25,50,64,28,36,28,37,,,,,True
ex02::DELETED THE FIRST SECOND OR THIRD ONE,confused,emotion_3408,ex02_default_00073,ex02_confused_00073,0.0,20.0,0.7586206896551724,11,22,29,13,16,14,17,0.39827586206896554,0.23079344027619886,0.13793103448275862,0.1935483870967742,True
ex02::DELETED THE FIRST SECOND OR THIRD ONE,confused,emotion_3408,ex02_default_00073,ex02_confused_00073,0.0,40.0,0.896551724137931,13,26,29,13,16,14,17,,,0.5517241379310345,0.5161290322580645,True
ex02::DELETED THE FIRST SECOND OR THIRD ONE,confused,emotion_3408,ex02_default_00073,ex02_confused_00073,12.5,20.0,0.7586206896551724,11,22,29,13,16,14,17,,,,,True
ex02::DELETED THE FIRST SECOND OR THIRD ONE,confused,emotion_3408,ex02_default_00073,ex02_confused_00073,12.5,40.0,0.896551724137931,13,26,29,13,16,14,17,,,,,True
ex02::DELETED THE FIRST SECOND OR THIRD ONE,confused,intent_3408_last,ex02_default_00073,ex02_confused_00073,0.0,20.0,0.7619047619047619,16,32,42,20,22,20,24,0.3928571428571428,0.3573514696685428,0.38095238095238093,0.3181818181818182,True
ex02::DELETED THE FIRST SECOND OR THIRD ONE,confused,intent_3408_last,ex02_default_00073,ex02_confused_00073,0.0,40.0,0.8571428571428571,18,36,42,20,22,20,24,,,0.6666666666666666,0.5909090909090909,True
ex02::DELETED THE FIRST SECOND OR THIRD ONE,confused,intent_3408_last,ex02_default_00073,ex02_confused_00073,12.5,20.0,0.7619047619047619,16,32,42,20,22,20,24,,,,,True
ex02::DELETED THE FIRST SECOND OR THIRD ONE,confused,intent_3408_last,ex02_default_00073,ex02_confused_00073,12.5,40.0,0.8571428571428571,18,36,42,20,22,20,24,,,,,True
