uid,block,style,policy,cuts,hz
ex01_sad_00264,ex01::FOR THE FRESH FACE CONTEST,sad,emotion_3409,10,4.779491635889637
ex01_sad_00264,ex01::FOR THE FRESH FACE CONTEST,sad,intent_3408,21,9.558983271779274
ex01_sad_00264,ex01::FOR THE FRESH FACE CONTEST,sad,speaker_count_3408,21,9.558983271779274
ex01_sad_00279,ex01::AND DEPRIVE MYSELF OF THE PLEASURE OF WATCHING YOU SQUIRM,sad,asr_3408,43,12.076714584691393
ex01_sad_00279,ex01::AND DEPRIVE MYSELF OF THE PLEASURE OF WATCHING YOU SQUIRM,sad,emotion_3408,21,6.0383572923456965
ex01_sad_00279,ex01::AND DEPRIVE MYSELF OF THE PLEASURE OF WATCHING YOU SQUIRM,sad,intent_3408_last,28,7.959652794455691
ex01_sad_00279,ex01::AND DEPRIVE MYSELF OF THE PLEASURE OF WATCHING YOU SQUIRM,sad,speaker_count_3408_last,13,3.8425910042199884
ex01_sad_00279,ex01::AND DEPRIVE MYSELF OF THE PLEASURE OF WATCHING YOU SQUIRM,sad,emotion_3407,25,7.13624043640855
ex01_sad_00279,ex01::AND DEPRIVE MYSELF OF THE PLEASURE OF WATCHING YOU SQUIRM,sad,emotion_3409,22,6.3128280783614095
ex01_sad_00279,ex01::AND DEPRIVE MYSELF OF THE PLEASURE OF WATCHING YOU SQUIRM,sad,intent_3408,43,12.076714584691393
ex01_sad_00279,ex01::AND DEPRIVE MYSELF OF THE PLEASURE OF WATCHING YOU SQUIRM,sad,speaker_count_3408,40,11.253302226644252
ex01_sad_00284,ex01::WHERE'D MY POPS GO,sad,asr_3408,13,8.215058495617413
ex01_sad_00284,ex01::WHERE'D MY POPS GO,sad,emotion_3408,6,4.107529247808706
ex01_sad_00284,ex01::WHERE'D MY POPS GO,sad,intent_3408_last,10,6.454688817985111
ex01_sad_00284,ex01::WHERE'D MY POPS GO,sad,speaker_count_3408_last,4,2.9339494627205047
ex01_sad_00284,ex01::WHERE'D MY POPS GO,sad,emotion_3407,7,4.694319140352808
ex01_sad_00284,ex01::WHERE'D MY POPS GO,sad,emotion_3409,6,4.107529247808706
ex01_sad_00284,ex01::WHERE'D MY POPS GO,sad,intent_3408,13,8.215058495617413
ex01_sad_00284,ex01::WHERE'D MY POPS GO,sad,speaker_count_3408,12,7.6282686030733124
ex01_sad_00299,ex01::ARE ANNA FARIS AND CHRIS PRATT SEPARATING,sad,asr_3408,33,11.191112939724336
ex01_sad_00299,ex01::ARE ANNA FARIS AND CHRIS PRATT SEPARATING,sad,emotion_3408,15,5.266406089282041
ex01_sad_00299,ex01::ARE ANNA FARIS AND CHRIS PRATT SEPARATING,sad,intent_3408_last,21,7.2413083727628065
ex01_sad_00299,ex01::ARE ANNA FARIS AND CHRIS PRATT SEPARATING,sad,speaker_count_3408_last,11,3.9498045669615305
ex01_sad_00299,ex01::ARE ANNA FARIS AND CHRIS PRATT SEPARATING,sad,emotion_3407,17,5.924706850442296
ex01_sad_00299,ex01::ARE ANNA FARIS AND CHRIS PRATT SEPARATING,sad,emotion_3409,16,5.595556469862168
ex01_sad_00299,ex01::ARE ANNA FARIS AND CHRIS PRATT SEPARATING,sad,intent_3408,33,11.191112939724336
ex01_sad_00299,ex01::ARE ANNA FARIS AND CHRIS PRATT SEPARATING,sad,speaker_count_3408,33,11.191112939724336
ex01_sad_00301,ex01::OKAY IS THAT IS THAT GLOVER,sad,asr_3408,23,8.309889634278294
ex01_sad_00301,ex01::OKAY IS THAT IS THAT GLOVER,sad,emotion_3408,8,3.1162086128543605
ex01_sad_00301,ex01::OKAY IS THAT IS THAT GLOVER,sad,intent_3408_last,16,5.886171824280459
ex01_sad_00301,ex01::OKAY IS THAT IS THAT GLOVER,sad,speaker_count_3408_last,6,2.423717809997836
ex01_sad_00301,ex01::OKAY IS THAT IS THAT GLOVER,sad,emotion_3407,13,4.847435619995672
ex01_sad_00301,ex01::OKAY IS THAT IS THAT GLOVER,sad,emotion_3409,9,3.462454014282623
ex01_sad_00301,ex01::OKAY IS THAT IS THAT GLOVER,sad,intent_3408,23,8.309889634278294
ex01_sad_00301,ex01::OKAY IS THAT IS THAT GLOVER,sad,speaker_count_3408,23,8.309889634278294
ex01_sad_00319,ex01::THEN THERE'S MIRACLE OF THIRTY FOURTH STREET BUT ONLY WATCH THE ORIGINAL,sad,asr_3408,55,10.666666666666666
ex01_sad_00319,ex01::THEN THERE'S MIRACLE OF THIRTY FOURTH STREET BUT ONLY WATCH THE ORIGINAL,sad,emotion_3408,28,5.523809523809524
ex01_sad_00319,ex01::THEN THERE'S MIRACLE OF THIRTY FOURTH STREET BUT ONLY WATCH THE ORIGINAL,sad,intent_3408_last,37,7.238095238095238
ex01_sad_00319,ex01::THEN THERE'S MIRACLE OF THIRTY FOURTH STREET BUT ONLY WATCH THE ORIGINAL,sad,speaker_count_3408_last,15,3.0476190476190474
ex01_sad_00319,ex01::THEN THERE'S MIRACLE OF THIRTY FOURTH STREET BUT ONLY WATCH THE ORIGINAL,sad,emotion_3407,30,5.904761904761905
ex01_sad_00319,ex01::THEN THERE'S MIRACLE OF THIRTY FOURTH STREET BUT ONLY WATCH THE ORIGINAL,sad,emotion_3409,29,5.714285714285714
ex01_sad_00319,ex01::THEN THERE'S MIRACLE OF THIRTY FOURTH STREET BUT ONLY WATCH THE ORIGINAL,sad,intent_3408,55,10.666666666666666
ex01_sad_00319,ex01::THEN THERE'S MIRACLE OF THIRTY FOURTH STREET BUT ONLY WATCH THE ORIGINAL,sad,speaker_count_3408,52,10.095238095238095
ex01_sad_00328,ex01::ANTI AGING CREAMS CAN BRING ON BREAKOUTS,sad,asr_3408,35,10.248927955018594
ex01_sad_00328,ex01::ANTI AGING CREAMS CAN BRING ON BREAKOUTS,sad,emotion_3408,20,5.97854130709418
ex01_sad_00328,ex01::ANTI AGING CREAMS CAN BRING ON BREAKOUTS,sad,intent_3408_last,27,7.971388409458906
ex01_sad_00328,ex01::ANTI AGING CREAMS CAN BRING ON BREAKOUTS,sad,speaker_count_3408_last,9,2.8469244319496094
ex01_sad_00328,ex01::ANTI AGING CREAMS CAN BRING ON BREAKOUTS,sad,emotion_3407,18,5.4091564207042575
ex01_sad_00328,ex01::ANTI AGING CREAMS CAN BRING ON BREAKOUTS,sad,emotion_3409,15,4.555079091119375
ex01_sad_00328,ex01::ANTI AGING CREAMS CAN BRING ON BREAKOUTS,sad,intent_3408,35,10.248927955018594
ex01_sad_00328,ex01::ANTI AGING CREAMS CAN BRING ON BREAKOUTS,sad,speaker_count_3408,34,9.964235511823633
ex01_sad_00333,ex01::WHAT ARE YOU NO GOOD AT,sad,asr_3408,17,9.258663923358837
ex01_sad_00333,ex01::WHAT ARE YOU NO GOOD AT,sad,emotion_3408,6,3.6005915257506587
ex01_sad_00333,ex01::WHAT ARE YOU NO GOOD AT,sad,intent_3408_last,12,6.686812833536938
ex01_sad_00333,ex01::WHAT ARE YOU NO GOOD AT,sad,speaker_count_3408_last,6,3.6005915257506587
ex01_sad_00333,ex01::WHAT ARE YOU NO GOOD AT,sad,emotion_3407,8,4.629331961679418
ex01_sad_00333,ex01::WHAT ARE YOU NO GOOD AT,sad,emotion_3409,4,2.5718510898218994
ex01_sad_00333,ex01::WHAT ARE YOU NO GOOD AT,sad,intent_3408,17,9.258663923358837
ex01_sad_00333,ex01::WHAT ARE YOU NO GOOD AT,sad,speaker_count_3408,17,9.258663923358837
ex01_sad_00370,ex01::AT LEAST I DO,sad,asr_3408,14,7.390300230946882
ex01_sad_00370,ex01::AT LEAST I DO,sad,emotion_3408,6,3.448806774441878
ex01_sad_00370,ex01::AT LEAST I DO,sad,intent_3408_last,9,4.926866820631255
ex01_sad_00370,ex01::AT LEAST I DO,sad,speaker_count_3408_last,4,2.4634334103156275
ex01_sad_00370,ex01::AT LEAST I DO,sad,emotion_3407,5,2.956120092378753
ex01_sad_00370,ex01::AT LEAST I DO,sad,emotion_3409,6,3.448806774441878
ex01_sad_00370,ex01::AT LEAST I DO,sad,intent_3408,14,7.390300230946882
ex01_sad_00370,ex01::AT LEAST I DO,sad,speaker_count_3408,12,6.404926866820631
ex01_whisper_00028,ex01::HE WROTE GULLIVER'S TRAVEL,whisper,asr_3408,28,10.520110642542964
ex01_whisper_00028,ex01::HE WROTE GULLIVER'S TRAVEL,whisper,emotion_3408,16,6.166961411145875
ex01_whisper_00028,ex01::HE WROTE GULLIVER'S TRAVEL,whisper,intent_3408_last,18,6.892486283045391
ex01_whisper_00028,ex01::HE WROTE GULLIVER'S TRAVEL,whisper,speaker_count_3408_last,7,2.902099487598059
ex01_whisper_00028,ex01::HE WROTE GULLIVER'S TRAVEL,whisper,emotion_3407,17,6.529723847095633
ex01_whisper_00028,ex01::HE WROTE GULLIVER'S TRAVEL,whisper,emotion_3409,13,5.078674103296604
ex01_whisper_00028,ex01::HE WROTE GULLIVER'S TRAVEL,whisper,intent_3408,28,10.520110642542964
ex01_whisper_00028,ex01::HE WROTE GULLIVER'S TRAVEL,whisper,speaker_count_3408,25,9.431823334693693
ex01_whisper_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,whisper,asr_3408,33,10.582422285336342
ex01_whisper_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,whisper,emotion_3408,17,5.60245885694277
ex01_whisper_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,whisper,intent_3408_last,27,8.714935999688752
ex01_whisper_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,whisper,speaker_count_3408_last,8,2.801229428471385
ex01_whisper_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,whisper,emotion_3407,20,6.536201999766565
ex01_whisper_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,whisper,emotion_3409,18,5.913706571217368
ex01_whisper_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,whisper,intent_3408,33,10.582422285336342
ex01_whisper_00146,ex01::LYNN'S WORKING ON SAGE'S LYRICS,whisper,speaker_count_3408,31,9.959926856787146
ex01_whisper_00156,ex01::WHAT DID THE DEVIL DO NOW,whisper,asr_3408,26,8.71582770099869
ex01_whisper_00156,ex01::WHAT DID THE DEVIL DO NOW,whisper,emotion_3408,15,5.164934933925149
ex01_whisper_00156,ex01::WHAT DID THE DEVIL DO NOW,whisper,intent_3408_last,19,6.456168667406437
ex01_whisper_00156,ex01::WHAT DID THE DEVIL DO NOW,whisper,speaker_count_3408_last,8,2.9052759003328963
ex01_whisper_00156,ex01::WHAT DID THE DEVIL DO NOW,whisper,emotion_3407,17,5.810551800665793
ex01_whisper_00156,ex01::WHAT DID THE DEVIL DO NOW,whisper,emotion_3409,14,4.842126500554827
ex01_whisper_00156,ex01::WHAT DID THE DEVIL DO NOW,whisper,intent_3408,26,8.71582770099869
ex01_whisper_00156,ex01::WHAT DID THE DEVIL DO NOW,whisper,speaker_count_3408,24,8.070210834258045
ex01_whisper_00163,ex01::OUT OF NOWHERE YOU GET BLINDSIDED,whisper,asr_3408,30,10.478282913638669
ex01_whisper_00163,ex01::OUT OF NOWHERE YOU GET BLINDSIDED,whisper,emotion_3408,14,5.07013689369613
ex01_whisper_00163,ex01::OUT OF NOWHERE YOU GET BLINDSIDED,whisper,intent_3408_last,21,7.43620077742099
ex01_whisper_00163,ex01::OUT OF NOWHERE YOU GET BLINDSIDED,whisper,speaker_count_3408_last,6,2.3660638837248604
ex01_whisper_00163,ex01::OUT OF NOWHERE YOU GET BLINDSIDED,whisper,emotion_3407,16,5.746155146188947
ex01_whisper_00163,ex01::OUT OF NOWHERE YOU GET BLINDSIDED,whisper,emotion_3409,14,5.07013689369613
ex01_whisper_00163,ex01::OUT OF NOWHERE YOU GET BLINDSIDED,whisper,intent_3408,30,10.478282913638669
ex01_whisper_00163,ex01::OUT OF NOWHERE YOU GET BLINDSIDED,whisper,speaker_count_3408,29,10.14027378739226
ex01_whisper_00168,ex01::YOU KNOW WHAT,whisper,asr_3408,11,8.008676065737882
ex01_whisper_00168,ex01::YOU KNOW WHAT,whisper,emotion_3408,4,3.3369483607241177
ex01_whisper_00168,ex01::YOU KNOW WHAT,whisper,intent_3408_last,8,6.006507049303412
ex01_whisper_00168,ex01::YOU KNOW WHAT,whisper,speaker_count_3408_last,3,2.6695586885792943
ex01_whisper_00168,ex01::YOU KNOW WHAT,whisper,emotion_3407,5,4.004338032868941
ex01_whisper_00168,ex01::YOU KNOW WHAT,whisper,emotion_3409,4,3.3369483607241177
ex01_whisper_00168,ex01::YOU KNOW WHAT,whisper,intent_3408,11,8.008676065737882
ex01_whisper_00168,ex01::YOU KNOW WHAT,whisper,speaker_count_3408,10,7.341286393593059
ex01_whisper_00255,ex01::MARIAN,whisper,asr_3408,7,7.704345732514747
ex01_whisper_00255,ex01::MARIAN,whisper,emotion_3408,2,2.8891296496930297
ex01_whisper_00255,ex01::MARIAN,whisper,intent_3408_last,6,6.7413025159504025
ex01_whisper_00255,ex01::MARIAN,whisper,speaker_count_3408_last,1,1.9260864331286867
ex01_whisper_00255,ex01::MARIAN,whisper,emotion_3407,4,4.815216082821716
ex01_whisper_00255,ex01::MARIAN,whisper,emotion_3409,3,3.8521728662573733
ex01_whisper_00255,ex01::MARIAN,whisper,intent_3408,7,7.704345732514747
ex01_whisper_00255,ex01::MARIAN,whisper,speaker_count_3408,7,7.704345732514747
ex01_whisper_00264,ex01::FOR THE FRESH FACE CONTEST,whisper,asr_3408,22,10.306391082731192
ex01_whisper_00264,ex01::FOR THE FRESH FACE CONTEST,whisper,emotion_3408,12,5.825351481543717
ex01_whisper_00264,ex01::FOR THE FRESH FACE CONTEST,whisper,intent_3408_last,15,7.169663361899961
ex01_whisper_00264,ex01::FOR THE FRESH FACE CONTEST,whisper,speaker_count_3408_last,8,4.032935641068728
ex01_whisper_00264,ex01::FOR THE FRESH FACE CONTEST,whisper,emotion_3407,13,6.273455441662465
ex01_whisper_00264,ex01::FOR THE FRESH FACE CONTEST,whisper,emotion_3409,12,5.825351481543717
ex01_whisper_00264,ex01::FOR THE FRESH FACE CONTEST,whisper,intent_3408,22,10.306391082731192
ex01_whisper_00264,ex01::FOR THE FRESH FACE CONTEST,whisper,speaker_count_3408,21,9.858287122612445
ex01_whisper_00279,ex01::AND DEPRIVE MYSELF OF THE PLEASURE OF WATCHING YOU SQUIRM,whisper,asr_3408,45,11.538582134010598
ex01_whisper_00279,ex01::AND DEPRIVE MYSELF OF THE PLEASURE OF WATCHING YOU SQUIRM,whisper,emotion_3408,22,5.769291067005299
ex01_whisper_00279,ex01::AND DEPRIVE MYSELF OF THE PLEASURE OF WATCHING YOU SQUIRM,whisper,intent_3408_last,34,8.779355971529803
ex01_whisper_00279,ex01::AND DEPRIVE MYSELF OF THE PLEASURE OF WATCHING YOU SQUIRM,whisper,speaker_count_3408_last,12,3.260903646568212
ex01_whisper_00279,ex01::AND DEPRIVE MYSELF OF THE PLEASURE OF WATCHING YOU SQUIRM,whisper,emotion_3407,26,6.772646035180133
ex01_whisper_00279,ex01::AND DEPRIVE MYSELF OF THE PLEASURE OF WATCHING YOU SQUIRM,whisper,emotion_3409,23,6.020129809049007
ex01_whisper_00279,ex01::AND DEPRIVE MYSELF OF THE PLEASURE OF WATCHING YOU SQUIRM,whisper,intent_3408,45,11.538582134010598
ex01_whisper_00279,ex01::AND DEPRIVE MYSELF OF THE PLEASURE OF WATCHING YOU SQUIRM,whisper,speaker_count_3408,43,11.03690464992318
ex01_whisper_00284,ex01::WHERE'D MY POPS GO,whisper,asr_3408,15,9.327066710387292
ex01_whisper_00284,ex01::WHERE'D MY POPS GO,whisper,emotion_3408,6,4.08059168579444
ex01_whisper_00284,ex01::WHERE'D MY POPS GO,whisper,intent_3408_last,11,6.995300032790469
ex01_whisper_00284,ex01::WHERE'D MY POPS GO,whisper,speaker_count_3408_last,4,2.914708346996029
ex01_whisper_00284,ex01::WHERE'D MY POPS GO,whisper,emotion_3407,9,5.829416693992058
ex01_whisper_00284,ex01::WHERE'D MY POPS GO,whisper,emotion_3409,7,4.663533355193646
ex01_whisper_00284,ex01::WHERE'D MY POPS GO,whisper,intent_3408,15,9.327066710387292
ex01_whisper_00284,ex01::WHERE'D MY POPS GO,whisper,speaker_count_3408,14,8.744125040988086
ex01_whisper_00299,ex01::ARE ANNA FARIS AND CHRIS PRATT SEPARATING,whisper,asr_3408,38,11.004708745569017
ex01_whisper_00299,ex01::ARE ANNA FARIS AND CHRIS PRATT SEPARATING,whisper,emotion_3408,21,6.207784420577394
ex01_whisper_00299,ex01::ARE ANNA FARIS AND CHRIS PRATT SEPARATING,whisper,intent_3408_last,27,7.9008165352803195
ex01_whisper_00299,ex01::ARE ANNA FARIS AND CHRIS PRATT SEPARATING,whisper,speaker_count_3408_last,10,3.103892210288697
ex01_whisper_00299,ex01::ARE ANNA FARIS AND CHRIS PRATT SEPARATING,whisper,emotion_3407,21,6.207784420577394
ex01_whisper_00299,ex01::ARE ANNA FARIS AND CHRIS PRATT SEPARATING,whisper,emotion_3409,19,5.643440382343085
ex01_whisper_00299,ex01::ARE ANNA FARIS AND CHRIS PRATT SEPARATING,whisper,intent_3408,38,11.004708745569017
ex01_whisper_00299,ex01::ARE ANNA FARIS AND CHRIS PRATT SEPARATING,whisper,speaker_count_3408,38,11.004708745569017
ex01_whisper_00301,ex01::OKAY IS THAT IS THAT GLOVER,whisper,asr_3408,25,8.836023789294817
ex01_whisper_00301,ex01::OKAY IS THAT IS THAT GLOVER,whisper,emotion_3408,10,3.7383177570093458
ex01_whisper_00301,ex01::OKAY IS THAT IS THAT GLOVER,whisper,intent_3408_last,18,6.457094307561597
ex01_whisper_00301,ex01::OKAY IS THAT IS THAT GLOVER,whisper,speaker_count_3408_last,7,2.7187765505522514
ex01_whisper_00301,ex01::OKAY IS THAT IS THAT GLOVER,whisper,emotion_3407,12,4.4180118946474085
ex01_whisper_00301,ex01::OKAY IS THAT IS THAT GLOVER,whisper,emotion_3409,11,4.078164825828377
ex01_whisper_00301,ex01::OKAY IS THAT IS THAT GLOVER,whisper,intent_3408,25,8.836023789294817
ex01_whisper_00301,ex01::OKAY IS THAT IS THAT GLOVER,whisper,speaker_count_3408,25,8.836023789294817
ex01_whisper_00319,ex01::THEN THERE'S MIRACLE OF THIRTY FOURTH STREET BUT ONLY WATCH THE ORIGINAL,whisper,asr_3408,59,12.646721732600877
ex01_whisper_00319,ex01::THEN THERE'S MIRACLE OF THIRTY FOURTH STREET BUT ONLY WATCH THE ORIGINAL,whisper,emotion_3408,32,6.955696952930482
ex01_whisper_00319,ex01::THEN THERE'S MIRACLE OF THIRTY FOURTH STREET BUT ONLY WATCH THE ORIGINAL,whisper,intent_3408_last,37,8.009590430647222
ex01_whisper_00319,ex01::THEN THERE'S MIRACLE OF THIRTY FOURTH STREET BUT ONLY WATCH THE ORIGINAL,whisper,speaker_count_3408_last,16,3.583237824236915
ex01_whisper_00319,ex01::THEN THERE'S MIRACLE OF THIRTY FOURTH STREET BUT ONLY WATCH THE ORIGINAL,whisper,emotion_3407,33,7.16647564847383
ex01_whisper_00319,ex01::THEN THERE'S MIRACLE OF THIRTY FOURTH STREET BUT ONLY WATCH THE ORIGINAL,whisper,emotion_3409,30,6.534139561843786
ex01_whisper_00319,ex01::THEN THERE'S MIRACLE OF THIRTY FOURTH STREET BUT ONLY WATCH THE ORIGINAL,whisper,intent_3408,59,12.646721732600877
ex01_whisper_00319,ex01::THEN THERE'S MIRACLE OF THIRTY FOURTH STREET BUT ONLY WATCH THE ORIGINAL,whisper,speaker_count_3408,56,12.014385645970833
ex01_whisper_00328,ex01::ANTI AGING CREAMS CAN BRING ON BREAKOUTS,whisper,asr_3408,36,8.645617314601163
ex01_whisper_00328,ex01::ANTI AGING CREAMS CAN BRING ON BREAKOUTS,whisper,emotion_3408,20,4.906971989368227
ex01_whisper_00328,ex01::ANTI AGING CREAMS CAN BRING ON BREAKOUTS,whisper,intent_3408_last,29,7.009959984811753
ex01_whisper_00328,ex01::ANTI AGING CREAMS CAN BRING ON BREAKOUTS,whisper,speaker_count_3408_last,12,3.0376493267517595
ex01_whisper_00328,ex01::ANTI AGING CREAMS CAN BRING ON BREAKOUTS,whisper,emotion_3407,19,4.673306656541168
ex01_whisper_00328,ex01::ANTI AGING CREAMS CAN BRING ON BREAKOUTS,whisper,emotion_3409,16,3.9723106580599934
ex01_whisper_00328,ex01::ANTI AGING CREAMS CAN BRING ON BREAKOUTS,whisper,intent_3408,36,8.645617314601163
ex01_whisper_00328,ex01::ANTI AGING CREAMS CAN BRING ON BREAKOUTS,whisper,speaker_count_3408,35,8.411951981774104
ex01_whisper_00333,ex01::WHAT ARE YOU NO GOOD AT,whisper,asr_3408,18,11.377245508982037
ex01_whisper_00333,ex01::WHAT ARE YOU NO GOOD AT,whisper,emotion_3408,6,4.1916167664670665
ex01_whisper_00333,ex01::WHAT ARE YOU NO GOOD AT,whisper,intent_3408_last,13,8.383233532934133
ex01_whisper_00333,ex01::WHAT ARE YOU NO GOOD AT,whisper,speaker_count_3408_last,5,3.5928143712574854
ex01_whisper_00333,ex01::WHAT ARE YOU NO GOOD AT,whisper,emotion_3407,9,5.9880239520958085
ex01_whisper_00333,ex01::WHAT ARE YOU NO GOOD AT,whisper,emotion_3409,7,4.790419161676647
ex01_whisper_00333,ex01::WHAT ARE YOU NO GOOD AT,whisper,intent_3408,18,11.377245508982037
ex01_whisper_00333,ex01::WHAT ARE YOU NO GOOD AT,whisper,speaker_count_3408,17,10.778443113772456
ex01_whisper_00370,ex01::AT LEAST I DO,whisper,asr_3408,11,6.041725667893893
ex01_whisper_00370,ex01::AT LEAST I DO,whisper,emotion_3408,6,3.5243399729381037
ex01_whisper_00370,ex01::AT LEAST I DO,whisper,intent_3408_last,9,5.034771389911577
ex01_whisper_00370,ex01::AT LEAST I DO,whisper,speaker_count_3408_last,3,2.0139085559646306
ex01_whisper_00370,ex01::AT LEAST I DO,whisper,emotion_3407,7,4.027817111929261
ex01_whisper_00370,ex01::AT LEAST I DO,whisper,emotion_3409,6,3.5243399729381037
ex01_whisper_00370,ex01::AT LEAST I DO,whisper,intent_3408,11,6.041725667893893
ex01_whisper_00370,ex01::AT LEAST I DO,whisper,speaker_count_3408,11,6.041725667893893
ex02_confused_00028,ex02::WHAT DO YA THINK YOU'RE DOING,confused,asr_3408,20,8.95761130365236
ex02_confused_00028,ex02::WHAT DO YA THINK YOU'RE DOING,confused,emotion_3408,7,3.4124233537723274
ex02_confused_00028,ex02::WHAT DO YA THINK YOU'RE DOING,confused,intent_3408_last,14,6.398293788323114
ex02_confused_00028,ex02::WHAT DO YA THINK YOU'RE DOING,confused,speaker_count_3408_last,4,2.132764596107705
ex02_confused_00028,ex02::WHAT DO YA THINK YOU'RE DOING,confused,emotion_3407,10,4.69208211143695
ex02_confused_00028,ex02::WHAT DO YA THINK YOU'RE DOING,confused,emotion_3409,9,4.26552919221541
ex02_confused_00028,ex02::WHAT DO YA THINK YOU'RE DOING,confused,intent_3408,20,8.95761130365236
ex02_confused_00028,ex02::WHAT DO YA THINK YOU'RE DOING,confused,speaker_count_3408,17,7.677952545987737
ex02_confused_00030,ex02::BUT WE ALL HAVE TO LOOK AT OURSELVES,confused,asr_3408,28,7.7223932761920615
ex02_confused_00030,ex02::BUT WE ALL HAVE TO LOOK AT OURSELVES,confused,emotion_3408,17,4.793209619705418
ex02_confused_00030,ex02::BUT WE ALL HAVE TO LOOK AT OURSELVES,confused,intent_3408_last,21,5.858367312973288
ex02_confused_00030,ex02::BUT WE ALL HAVE TO LOOK AT OURSELVES,confused,speaker_count_3408_last,7,2.130315386535741
ex02_confused_00030,ex02::BUT WE ALL HAVE TO LOOK AT OURSELVES,confused,emotion_3407,18,5.0594990430223845
ex02_confused_00030,ex02::BUT WE ALL HAVE TO LOOK AT OURSELVES,confused,emotion_3409,16,4.52692019638845
ex02_confused_00030,ex02::BUT WE ALL HAVE TO LOOK AT OURSELVES,confused,intent_3408,28,7.7223932761920615
ex02_confused_00030,ex02::BUT WE ALL HAVE TO LOOK AT OURSELVES,confused,speaker_count_3408,26,7.189814429558126
ex02_confused_00058,ex02::SHE'S ALWAYS HIGH AS A KITE,confused,asr_3408,28,9.601258095888427
ex02_confused_00058,ex02::SHE'S ALWAYS HIGH AS A KITE,confused,emotion_3408,13,4.635090115256482
ex02_confused_00058,ex02::SHE'S ALWAYS HIGH AS A KITE,confused,intent_3408_last,19,6.62155730750926
ex02_confused_00058,ex02::SHE'S ALWAYS HIGH AS A KITE,confused,speaker_count_3408_last,5,1.9864671922527781
ex02_confused_00058,ex02::SHE'S ALWAYS HIGH AS A KITE,confused,emotion_3407,15,5.297245846007408
ex02_confused_00058,ex02::SHE'S ALWAYS HIGH AS A KITE,confused,emotion_3409,13,4.635090115256482
ex02_confused_00058,ex02::SHE'S ALWAYS HIGH AS A KITE,confused,intent_3408,28,9.601258095888427
ex02_confused_00058,ex02::SHE'S ALWAYS HIGH AS A KITE,confused,speaker_count_3408,25,8.608024499762038
ex02_confused_00073,ex02::DELETED THE FIRST SECOND OR THIRD ONE,confused,asr_3408,37,9.056918562214179
ex02_confused_00073,ex02::DELETED THE FIRST SECOND OR THIRD ONE,confused,emotion_3408,17,4.2901193189435585
ex02_confused_00073,ex02::DELETED THE FIRST SECOND OR THIRD ONE,confused,intent_3408_last,24,5.958499054088275
ex02_confused_00073,ex02::DELETED THE FIRST SECOND OR THIRD ONE,confused,speaker_count_3408_last,8,2.1450596594717792
ex02_confused_00073,ex02::DELETED THE FIRST SECOND OR THIRD ONE,confused,emotion_3407,18,4.528459281107089
ex02_confused_00073,ex02::DELETED THE FIRST SECOND OR THIRD ONE,confused,emotion_3409,14,3.5750994324529652
ex02_confused_00073,ex02::DELETED THE FIRST SECOND OR THIRD ONE,confused,intent_3408,37,9.056918562214179
ex02_confused_00073,ex02::DELETED THE FIRST SECOND OR THIRD ONE,confused,speaker_count_3408,35,8.580238637887117
ex02_confused_00089,ex02::COMPARING AND CONTRASTING THE VARIOUS OFFENDER TYPES IS ILLUMINATING,confused,asr_3408,62,10.256827709715495
ex02_confused_00089,ex02::COMPARING AND CONTRASTING THE VARIOUS OFFENDER TYPES IS ILLUMINATING,confused,emotion_3408,30,5.047010460336196
ex02_confused_00089,ex02::COMPARING AND CONTRASTING THE VARIOUS OFFENDER TYPES IS ILLUMINATING,confused,intent_3408_last,40,6.675078350767227
ex02_confused_00089,ex02::COMPARING AND CONTRASTING THE VARIOUS OFFENDER TYPES IS ILLUMINATING,confused,speaker_count_3408_last,18,3.093328991818959
ex02_confused_00089,ex02::COMPARING AND CONTRASTING THE VARIOUS OFFENDER TYPES IS ILLUMINATING,confused,emotion_3407,31,5.2098172493793
ex02_confused_00089,ex02::COMPARING AND CONTRASTING THE VARIOUS OFFENDER TYPES IS ILLUMINATING,confused,emotion_3409,27,4.558590093206887
ex02_confused_00089,ex02::COMPARING AND CONTRASTING THE VARIOUS OFFENDER TYPES IS ILLUMINATING,confused,intent_3408,62,10.256827709715495
ex02_confused_00089,ex02::COMPARING AND CONTRASTING THE VARIOUS OFFENDER TYPES IS ILLUMINATING,confused,speaker_count_3408,60,9.93121413162929
ex02_confused_00096,ex02::WHAT'S WITH THE LOOK,confused,asr_3408,15,8.370389746272561
ex02_confused_00096,ex02::WHAT'S WITH THE LOOK,confused,emotion_3408,7,4.185194873136281
ex02_confused_00096,ex02::WHAT'S WITH THE LOOK,confused,intent_3408_last,11,6.277792309704421
ex02_confused_00096,ex02::WHAT'S WITH THE LOOK,confused,speaker_count_3408_last,4,2.615746795710175
ex02_confused_00096,ex02::WHAT'S WITH THE LOOK,confused,emotion_3407,9,5.23149359142035
