uid,block,style,policy,cuts,hz
ex02_sad_00058,ex02::SHE'S ALWAYS HIGH AS A KITE,sad,speaker_count_3408,21,8.617734906722813
ex02_sad_00073,ex02::DELETED THE FIRST SECOND OR THIRD ONE,sad,asr_3408,33,10.476245498488263
ex02_sad_00073,ex02::DELETED THE FIRST SECOND OR THIRD ONE,sad,emotion_3408,19,6.162497352051919
ex02_sad_00073,ex02::DELETED THE FIRST SECOND OR THIRD ONE,sad,intent_3408_last,22,7.086871954859707
ex02_sad_00073,ex02::DELETED THE FIRST SECOND OR THIRD ONE,sad,speaker_count_3408_last,8,2.7731238084233634
ex02_sad_00073,ex02::DELETED THE FIRST SECOND OR THIRD ONE,sad,emotion_3407,17,5.546247616846727
ex02_sad_00073,ex02::DELETED THE FIRST SECOND OR THIRD ONE,sad,emotion_3409,16,5.238122749244131
ex02_sad_00073,ex02::DELETED THE FIRST SECOND OR THIRD ONE,sad,intent_3408,33,10.476245498488263
ex02_sad_00073,ex02::DELETED THE FIRST SECOND OR THIRD ONE,sad,speaker_count_3408,32,10.168120630885667
ex02_sad_00089,ex02::COMPARING AND CONTRASTING THE VARIOUS OFFENDER TYPES IS ILLUMINATING,sad,asr_3408,58,11.856466421331591
ex02_sad_00089,ex02::COMPARING AND CONTRASTING THE VARIOUS OFFENDER TYPES IS ILLUMINATING,sad,emotion_3408,32,6.631582913626144
ex02_sad_00089,ex02::COMPARING AND CONTRASTING THE VARIOUS OFFENDER TYPES IS ILLUMINATING,sad,intent_3408_last,40,8.239239377535513
ex02_sad_00089,ex02::COMPARING AND CONTRASTING THE VARIOUS OFFENDER TYPES IS ILLUMINATING,sad,speaker_count_3408_last,15,3.215312927818737
ex02_sad_00089,ex02::COMPARING AND CONTRASTING THE VARIOUS OFFENDER TYPES IS ILLUMINATING,sad,emotion_3407,34,7.033497029603486
ex02_sad_00089,ex02::COMPARING AND CONTRASTING THE VARIOUS OFFENDER TYPES IS ILLUMINATING,sad,emotion_3409,29,6.028711739660132
ex02_sad_00089,ex02::COMPARING AND CONTRASTING THE VARIOUS OFFENDER TYPES IS ILLUMINATING,sad,intent_3408,58,11.856466421331591
ex02_sad_00089,ex02::COMPARING AND CONTRASTING THE VARIOUS OFFENDER TYPES IS ILLUMINATING,sad,speaker_count_3408,55,11.25359524736558
ex02_sad_00096,ex02::WHAT'S WITH THE LOOK,sad,asr_3408,15,9.377632880325287
ex02_sad_00096,ex02::WHAT'S WITH THE LOOK,sad,emotion_3408,7,4.688816440162643
ex02_sad_00096,ex02::WHAT'S WITH THE LOOK,sad,intent_3408_last,11,7.033224660243965
ex02_sad_00096,ex02::WHAT'S WITH THE LOOK,sad,speaker_count_3408_last,4,2.930510275101652
ex02_sad_00096,ex02::WHAT'S WITH THE LOOK,sad,emotion_3407,9,5.861020550203304
ex02_sad_00096,ex02::WHAT'S WITH THE LOOK,sad,emotion_3409,8,5.274918495182974
ex02_sad_00096,ex02::WHAT'S WITH THE LOOK,sad,intent_3408,15,9.377632880325287
ex02_sad_00096,ex02::WHAT'S WITH THE LOOK,sad,speaker_count_3408,15,9.377632880325287
ex02_sad_00099,ex02::HE SAID OH BRIAN I KNOW YOU THINK YOU'RE SMART BUT IT'S DAVE BANNER,sad,asr_3408,55,9.01481004507405
ex02_sad_00099,ex02::HE SAID OH BRIAN I KNOW YOU THINK YOU'RE SMART BUT IT'S DAVE BANNER,sad,emotion_3408,23,3.8634900193174504
ex02_sad_00099,ex02::HE SAID OH BRIAN I KNOW YOU THINK YOU'RE SMART BUT IT'S DAVE BANNER,sad,intent_3408_last,35,5.795235028976175
ex02_sad_00099,ex02::HE SAID OH BRIAN I KNOW YOU THINK YOU'RE SMART BUT IT'S DAVE BANNER,sad,speaker_count_3408_last,14,2.4146812620734064
ex02_sad_00099,ex02::HE SAID OH BRIAN I KNOW YOU THINK YOU'RE SMART BUT IT'S DAVE BANNER,sad,emotion_3407,29,4.829362524146813
ex02_sad_00099,ex02::HE SAID OH BRIAN I KNOW YOU THINK YOU'RE SMART BUT IT'S DAVE BANNER,sad,emotion_3409,22,3.7025112685125565
ex02_sad_00099,ex02::HE SAID OH BRIAN I KNOW YOU THINK YOU'RE SMART BUT IT'S DAVE BANNER,sad,intent_3408,55,9.01481004507405
ex02_sad_00099,ex02::HE SAID OH BRIAN I KNOW YOU THINK YOU'RE SMART BUT IT'S DAVE BANNER,sad,speaker_count_3408,53,8.692852543464262
ex02_sad_00128,ex02::YOU TRASH HOTEL ROOMS IN YOUR SLEEP,sad,asr_3408,29,10.370754472387867
ex02_sad_00128,ex02::YOU TRASH HOTEL ROOMS IN YOUR SLEEP,sad,emotion_3408,15,5.531069051940196
ex02_sad_00128,ex02::YOU TRASH HOTEL ROOMS IN YOUR SLEEP,sad,intent_3408_last,20,7.259528130671507
ex02_sad_00128,ex02::YOU TRASH HOTEL ROOMS IN YOUR SLEEP,sad,speaker_count_3408_last,7,2.765534525970098
ex02_sad_00128,ex02::YOU TRASH HOTEL ROOMS IN YOUR SLEEP,sad,emotion_3407,17,6.22245268343272
ex02_sad_00128,ex02::YOU TRASH HOTEL ROOMS IN YOUR SLEEP,sad,emotion_3409,13,4.839685420447671
ex02_sad_00128,ex02::YOU TRASH HOTEL ROOMS IN YOUR SLEEP,sad,intent_3408,29,10.370754472387867
ex02_sad_00128,ex02::YOU TRASH HOTEL ROOMS IN YOUR SLEEP,sad,speaker_count_3408,26,9.33367902514908
ex02_sad_00150,ex02::HOW DO YOU SAY WELCOME IN JAPANESE,sad,asr_3408,29,11.464876871999428
ex02_sad_00150,ex02::HOW DO YOU SAY WELCOME IN JAPANESE,sad,emotion_3408,15,6.114600998399695
ex02_sad_00150,ex02::HOW DO YOU SAY WELCOME IN JAPANESE,sad,intent_3408_last,21,8.40757637279958
ex02_sad_00150,ex02::HOW DO YOU SAY WELCOME IN JAPANESE,sad,speaker_count_3408_last,8,3.4394630615998283
ex02_sad_00150,ex02::HOW DO YOU SAY WELCOME IN JAPANESE,sad,emotion_3407,16,6.496763560799676
ex02_sad_00150,ex02::HOW DO YOU SAY WELCOME IN JAPANESE,sad,emotion_3409,13,5.350275873599733
ex02_sad_00150,ex02::HOW DO YOU SAY WELCOME IN JAPANESE,sad,intent_3408,29,11.464876871999428
ex02_sad_00150,ex02::HOW DO YOU SAY WELCOME IN JAPANESE,sad,speaker_count_3408,28,11.082714309599446
ex02_sad_00157,ex02::WEDDING MUSIC STOPS,sad,asr_3408,17,8.720930232558139
ex02_sad_00157,ex02::WEDDING MUSIC STOPS,sad,emotion_3408,9,4.844961240310077
ex02_sad_00157,ex02::WEDDING MUSIC STOPS,sad,intent_3408_last,15,7.751937984496124
ex02_sad_00157,ex02::WEDDING MUSIC STOPS,sad,speaker_count_3408_last,5,2.9069767441860463
ex02_sad_00157,ex02::WEDDING MUSIC STOPS,sad,emotion_3407,11,5.813953488372093
ex02_sad_00157,ex02::WEDDING MUSIC STOPS,sad,emotion_3409,8,4.3604651162790695
ex02_sad_00157,ex02::WEDDING MUSIC STOPS,sad,intent_3408,17,8.720930232558139
ex02_sad_00157,ex02::WEDDING MUSIC STOPS,sad,speaker_count_3408,17,8.720930232558139
ex02_sad_00233,ex02::DID SHE JUMP IN A CAB,sad,asr_3408,18,10.508486294030213
ex02_sad_00233,ex02::DID SHE JUMP IN A CAB,sad,emotion_3408,8,4.9777040340143115
ex02_sad_00233,ex02::DID SHE JUMP IN A CAB,sad,intent_3408_last,13,7.743095164022262
ex02_sad_00233,ex02::DID SHE JUMP IN A CAB,sad,speaker_count_3408_last,6,3.871547582011131
ex02_sad_00233,ex02::DID SHE JUMP IN A CAB,sad,emotion_3407,10,6.083860486017492
ex02_sad_00233,ex02::DID SHE JUMP IN A CAB,sad,emotion_3409,8,4.9777040340143115
ex02_sad_00233,ex02::DID SHE JUMP IN A CAB,sad,intent_3408,18,10.508486294030213
ex02_sad_00233,ex02::DID SHE JUMP IN A CAB,sad,speaker_count_3408,17,9.955408068028623
ex02_sad_00261,ex02::YACHT CLUB IN HALF AN HOUR,sad,asr_3408,19,8.936550491510276
ex02_sad_00261,ex02::YACHT CLUB IN HALF AN HOUR,sad,emotion_3408,11,5.361930294906166
ex02_sad_00261,ex02::YACHT CLUB IN HALF AN HOUR,sad,intent_3408_last,13,6.255585344057194
ex02_sad_00261,ex02::YACHT CLUB IN HALF AN HOUR,sad,speaker_count_3408_last,6,3.127792672028597
ex02_sad_00261,ex02::YACHT CLUB IN HALF AN HOUR,sad,emotion_3407,12,5.80875781948168
ex02_sad_00261,ex02::YACHT CLUB IN HALF AN HOUR,sad,emotion_3409,10,4.915102770330653
ex02_sad_00261,ex02::YACHT CLUB IN HALF AN HOUR,sad,intent_3408,19,8.936550491510276
ex02_sad_00261,ex02::YACHT CLUB IN HALF AN HOUR,sad,speaker_count_3408,19,8.936550491510276
ex02_sad_00326,ex02::KAYDA WAS HER NEUROSURGEON BUT NOW IT SEEMS LIKE JAKE'S MAKING ALL THE DECISIONS,sad,asr_3408,58,11.871227364185112
ex02_sad_00326,ex02::KAYDA WAS HER NEUROSURGEON BUT NOW IT SEEMS LIKE JAKE'S MAKING ALL THE DECISIONS,sad,emotion_3408,30,6.237424547283703
ex02_sad_00326,ex02::KAYDA WAS HER NEUROSURGEON BUT NOW IT SEEMS LIKE JAKE'S MAKING ALL THE DECISIONS,sad,intent_3408_last,39,8.048289738430585
ex02_sad_00326,ex02::KAYDA WAS HER NEUROSURGEON BUT NOW IT SEEMS LIKE JAKE'S MAKING ALL THE DECISIONS,sad,speaker_count_3408_last,18,3.8229376257545273
ex02_sad_00326,ex02::KAYDA WAS HER NEUROSURGEON BUT NOW IT SEEMS LIKE JAKE'S MAKING ALL THE DECISIONS,sad,emotion_3407,33,6.841046277665996
ex02_sad_00326,ex02::KAYDA WAS HER NEUROSURGEON BUT NOW IT SEEMS LIKE JAKE'S MAKING ALL THE DECISIONS,sad,emotion_3409,29,6.036217303822938
ex02_sad_00326,ex02::KAYDA WAS HER NEUROSURGEON BUT NOW IT SEEMS LIKE JAKE'S MAKING ALL THE DECISIONS,sad,intent_3408,58,11.871227364185112
ex02_sad_00326,ex02::KAYDA WAS HER NEUROSURGEON BUT NOW IT SEEMS LIKE JAKE'S MAKING ALL THE DECISIONS,sad,speaker_count_3408,55,11.267605633802818
ex02_sad_00348,ex02::WHO'S MORE MISERABLE THAN HER,sad,asr_3408,20,10.197268588770864
ex02_sad_00348,ex02::WHO'S MORE MISERABLE THAN HER,sad,emotion_3408,9,4.855842185128983
ex02_sad_00348,ex02::WHO'S MORE MISERABLE THAN HER,sad,intent_3408_last,14,7.283763277693474
ex02_sad_00348,ex02::WHO'S MORE MISERABLE THAN HER,sad,speaker_count_3408_last,5,2.91350531107739
ex02_sad_00348,ex02::WHO'S MORE MISERABLE THAN HER,sad,emotion_3407,11,5.82701062215478
ex02_sad_00348,ex02::WHO'S MORE MISERABLE THAN HER,sad,emotion_3409,9,4.855842185128983
ex02_sad_00348,ex02::WHO'S MORE MISERABLE THAN HER,sad,intent_3408,20,10.197268588770864
ex02_sad_00348,ex02::WHO'S MORE MISERABLE THAN HER,sad,speaker_count_3408,20,10.197268588770864
ex02_sad_00355,ex02::GIVEN THE CIRCUMSTANCES ISN'T THIS A LITTLE UNORTHODOX,sad,asr_3408,51,12.720740004586805
ex02_sad_00355,ex02::GIVEN THE CIRCUMSTANCES ISN'T THIS A LITTLE UNORTHODOX,sad,emotion_3408,24,6.11574038682058
ex02_sad_00355,ex02::GIVEN THE CIRCUMSTANCES ISN'T THIS A LITTLE UNORTHODOX,sad,intent_3408_last,29,7.338888464184695
ex02_sad_00355,ex02::GIVEN THE CIRCUMSTANCES ISN'T THIS A LITTLE UNORTHODOX,sad,speaker_count_3408_last,14,3.6694442320923475
ex02_sad_00355,ex02::GIVEN THE CIRCUMSTANCES ISN'T THIS A LITTLE UNORTHODOX,sad,emotion_3407,24,6.11574038682058
ex02_sad_00355,ex02::GIVEN THE CIRCUMSTANCES ISN'T THIS A LITTLE UNORTHODOX,sad,emotion_3409,23,5.871110771347756
ex02_sad_00355,ex02::GIVEN THE CIRCUMSTANCES ISN'T THIS A LITTLE UNORTHODOX,sad,intent_3408,50,12.476110389113982
ex02_sad_00355,ex02::GIVEN THE CIRCUMSTANCES ISN'T THIS A LITTLE UNORTHODOX,sad,speaker_count_3408,48,11.986851158168335
ex02_whisper_00028,ex02::WHAT DO YA THINK YOU'RE DOING,whisper,asr_3408,20,9.673518742442562
ex02_whisper_00028,ex02::WHAT DO YA THINK YOU'RE DOING,whisper,emotion_3408,9,4.60643749640122
ex02_whisper_00028,ex02::WHAT DO YA THINK YOU'RE DOING,whisper,intent_3408_last,14,6.90965624460183
ex02_whisper_00028,ex02::WHAT DO YA THINK YOU'RE DOING,whisper,speaker_count_3408_last,4,2.30321874820061
ex02_whisper_00028,ex02::WHAT DO YA THINK YOU'RE DOING,whisper,emotion_3407,10,5.067081246041343
ex02_whisper_00028,ex02::WHAT DO YA THINK YOU'RE DOING,whisper,emotion_3409,9,4.60643749640122
ex02_whisper_00028,ex02::WHAT DO YA THINK YOU'RE DOING,whisper,intent_3408,20,9.673518742442562
ex02_whisper_00028,ex02::WHAT DO YA THINK YOU'RE DOING,whisper,speaker_count_3408,18,8.752231243162319
ex02_whisper_00030,ex02::BUT WE ALL HAVE TO LOOK AT OURSELVES,whisper,asr_3408,28,11.703871862782192
ex02_whisper_00030,ex02::BUT WE ALL HAVE TO LOOK AT OURSELVES,whisper,emotion_3408,17,7.264472190692395
ex02_whisper_00030,ex02::BUT WE ALL HAVE TO LOOK AT OURSELVES,whisper,intent_3408_last,20,8.475217555807793
ex02_whisper_00030,ex02::BUT WE ALL HAVE TO LOOK AT OURSELVES,whisper,speaker_count_3408_last,7,3.2286543069743976
ex02_whisper_00030,ex02::BUT WE ALL HAVE TO LOOK AT OURSELVES,whisper,emotion_3407,18,7.668053979064194
ex02_whisper_00030,ex02::BUT WE ALL HAVE TO LOOK AT OURSELVES,whisper,emotion_3409,17,7.264472190692395
ex02_whisper_00030,ex02::BUT WE ALL HAVE TO LOOK AT OURSELVES,whisper,intent_3408,28,11.703871862782192
ex02_whisper_00030,ex02::BUT WE ALL HAVE TO LOOK AT OURSELVES,whisper,speaker_count_3408,27,11.300290074410391
ex02_whisper_00058,ex02::SHE'S ALWAYS HIGH AS A KITE,whisper,asr_3408,25,10.702065807414266
ex02_whisper_00058,ex02::SHE'S ALWAYS HIGH AS A KITE,whisper,emotion_3408,12,5.351032903707133
ex02_whisper_00058,ex02::SHE'S ALWAYS HIGH AS A KITE,whisper,intent_3408_last,17,7.409122482056031
ex02_whisper_00058,ex02::SHE'S ALWAYS HIGH AS A KITE,whisper,speaker_count_3408_last,7,3.292943325358236
ex02_whisper_00058,ex02::SHE'S ALWAYS HIGH AS A KITE,whisper,emotion_3407,14,6.1742687350466925
ex02_whisper_00058,ex02::SHE'S ALWAYS HIGH AS A KITE,whisper,emotion_3409,10,4.527797072367575
ex02_whisper_00058,ex02::SHE'S ALWAYS HIGH AS A KITE,whisper,intent_3408,25,10.702065807414266
ex02_whisper_00058,ex02::SHE'S ALWAYS HIGH AS A KITE,whisper,speaker_count_3408,23,9.878829976074709
ex02_whisper_00073,ex02::DELETED THE FIRST SECOND OR THIRD ONE,whisper,asr_3408,33,11.875395664607392
ex02_whisper_00073,ex02::DELETED THE FIRST SECOND OR THIRD ONE,whisper,emotion_3408,17,6.286974175380384
ex02_whisper_00073,ex02::DELETED THE FIRST SECOND OR THIRD ONE,whisper,intent_3408_last,25,9.081184919993888
ex02_whisper_00073,ex02::DELETED THE FIRST SECOND OR THIRD ONE,whisper,speaker_count_3408_last,9,3.49276343076688
ex02_whisper_00073,ex02::DELETED THE FIRST SECOND OR THIRD ONE,whisper,emotion_3407,16,5.937697832303696
ex02_whisper_00073,ex02::DELETED THE FIRST SECOND OR THIRD ONE,whisper,emotion_3409,13,4.889868803073632
ex02_whisper_00073,ex02::DELETED THE FIRST SECOND OR THIRD ONE,whisper,intent_3408,33,11.875395664607392
ex02_whisper_00073,ex02::DELETED THE FIRST SECOND OR THIRD ONE,whisper,speaker_count_3408,31,11.176842978454015
ex02_whisper_00089,ex02::COMPARING AND CONTRASTING THE VARIOUS OFFENDER TYPES IS ILLUMINATING,whisper,asr_3408,56,12.336827866080487
ex02_whisper_00089,ex02::COMPARING AND CONTRASTING THE VARIOUS OFFENDER TYPES IS ILLUMINATING,whisper,emotion_3408,34,7.575245180926615
ex02_whisper_00089,ex02::COMPARING AND CONTRASTING THE VARIOUS OFFENDER TYPES IS ILLUMINATING,whisper,intent_3408_last,42,9.306729793709842
ex02_whisper_00089,ex02::COMPARING AND CONTRASTING THE VARIOUS OFFENDER TYPES IS ILLUMINATING,whisper,speaker_count_3408_last,16,3.6794048021643557
ex02_whisper_00089,ex02::COMPARING AND CONTRASTING THE VARIOUS OFFENDER TYPES IS ILLUMINATING,whisper,emotion_3407,33,7.3588096043287115
ex02_whisper_00089,ex02::COMPARING AND CONTRASTING THE VARIOUS OFFENDER TYPES IS ILLUMINATING,whisper,emotion_3409,33,7.3588096043287115
ex02_whisper_00089,ex02::COMPARING AND CONTRASTING THE VARIOUS OFFENDER TYPES IS ILLUMINATING,whisper,intent_3408,56,12.336827866080487
ex02_whisper_00089,ex02::COMPARING AND CONTRASTING THE VARIOUS OFFENDER TYPES IS ILLUMINATING,whisper,speaker_count_3408,53,11.687521136286778
ex02_whisper_00096,ex02::WHAT'S WITH THE LOOK,whisper,asr_3408,16,11.658808401200172
ex02_whisper_00096,ex02::WHAT'S WITH THE LOOK,whisper,emotion_3408,6,4.8006858122588945
ex02_whisper_00096,ex02::WHAT'S WITH THE LOOK,whisper,intent_3408_last,10,7.543934847835406
ex02_whisper_00096,ex02::WHAT'S WITH THE LOOK,whisper,speaker_count_3408_last,4,3.429061294470639
ex02_whisper_00096,ex02::WHAT'S WITH THE LOOK,whisper,emotion_3407,8,6.17231033004715
ex02_whisper_00096,ex02::WHAT'S WITH THE LOOK,whisper,emotion_3409,7,5.486498071153022
ex02_whisper_00096,ex02::WHAT'S WITH THE LOOK,whisper,intent_3408,16,11.658808401200172
ex02_whisper_00096,ex02::WHAT'S WITH THE LOOK,whisper,speaker_count_3408,15,10.972996142306044
ex02_whisper_00099,ex02::HE SAID OH BRIAN I KNOW YOU THINK YOU'RE SMART BUT IT'S DAVE BANNER,whisper,asr_3408,55,10.387803605588083
ex02_whisper_00099,ex02::HE SAID OH BRIAN I KNOW YOU THINK YOU'RE SMART BUT IT'S DAVE BANNER,whisper,emotion_3408,24,4.637412323923251
ex02_whisper_00099,ex02::HE SAID OH BRIAN I KNOW YOU THINK YOU'RE SMART BUT IT'S DAVE BANNER,whisper,intent_3408_last,33,6.306880760535622
ex02_whisper_00099,ex02::HE SAID OH BRIAN I KNOW YOU THINK YOU'RE SMART BUT IT'S DAVE BANNER,whisper,speaker_count_3408_last,16,3.153440380267811
ex02_whisper_00099,ex02::HE SAID OH BRIAN I KNOW YOU THINK YOU'RE SMART BUT IT'S DAVE BANNER,whisper,emotion_3407,29,5.564894788707901
ex02_whisper_00099,ex02::HE SAID OH BRIAN I KNOW YOU THINK YOU'RE SMART BUT IT'S DAVE BANNER,whisper,emotion_3409,23,4.451915830966321
ex02_whisper_00099,ex02::HE SAID OH BRIAN I KNOW YOU THINK YOU'RE SMART BUT IT'S DAVE BANNER,whisper,intent_3408,54,10.202307112631152
ex02_whisper_00099,ex02::HE SAID OH BRIAN I KNOW YOU THINK YOU'RE SMART BUT IT'S DAVE BANNER,whisper,speaker_count_3408,50,9.460321140803432
ex02_whisper_00128,ex02::YOU TRASH HOTEL ROOMS IN YOUR SLEEP,whisper,asr_3408,30,10.257046549620531
ex02_whisper_00128,ex02::YOU TRASH HOTEL ROOMS IN YOUR SLEEP,whisper,emotion_3408,17,5.95570444816676
ex02_whisper_00128,ex02::YOU TRASH HOTEL ROOMS IN YOUR SLEEP,whisper,intent_3408_last,22,7.6100667948797485
ex02_whisper_00128,ex02::YOU TRASH HOTEL ROOMS IN YOUR SLEEP,whisper,speaker_count_3408_last,8,2.97785222408338
ex02_whisper_00128,ex02::YOU TRASH HOTEL ROOMS IN YOUR SLEEP,whisper,emotion_3407,18,6.2865769175093575
ex02_whisper_00128,ex02::YOU TRASH HOTEL ROOMS IN YOUR SLEEP,whisper,emotion_3409,16,5.624831978824162
ex02_whisper_00128,ex02::YOU TRASH HOTEL ROOMS IN YOUR SLEEP,whisper,intent_3408,30,10.257046549620531
ex02_whisper_00128,ex02::YOU TRASH HOTEL ROOMS IN YOUR SLEEP,whisper,speaker_count_3408,30,10.257046549620531
ex02_whisper_00150,ex02::HOW DO YOU SAY WELCOME IN JAPANESE,whisper,asr_3408,31,11.11111111111111
ex02_whisper_00150,ex02::HOW DO YOU SAY WELCOME IN JAPANESE,whisper,emotion_3408,16,5.902777777777778
ex02_whisper_00150,ex02::HOW DO YOU SAY WELCOME IN JAPANESE,whisper,intent_3408_last,21,7.638888888888889
ex02_whisper_00150,ex02::HOW DO YOU SAY WELCOME IN JAPANESE,whisper,speaker_count_3408_last,9,3.4722222222222223
ex02_whisper_00150,ex02::HOW DO YOU SAY WELCOME IN JAPANESE,whisper,emotion_3407,18,6.597222222222222
ex02_whisper_00150,ex02::HOW DO YOU SAY WELCOME IN JAPANESE,whisper,emotion_3409,17,6.25
ex02_whisper_00150,ex02::HOW DO YOU SAY WELCOME IN JAPANESE,whisper,intent_3408,31,11.11111111111111
ex02_whisper_00150,ex02::HOW DO YOU SAY WELCOME IN JAPANESE,whisper,speaker_count_3408,28,10.069444444444445
ex02_whisper_00157,ex02::WEDDING MUSIC STOPS,whisper,asr_3408,18,10.256064235349685
ex02_whisper_00157,ex02::WEDDING MUSIC STOPS,whisper,emotion_3408,9,5.397928544920887
ex02_whisper_00157,ex02::WEDDING MUSIC STOPS,whisper,intent_3408_last,15,8.636685671873419
ex02_whisper_00157,ex02::WEDDING MUSIC STOPS,whisper,speaker_count_3408_last,5,3.238757126952532
ex02_whisper_00157,ex02::WEDDING MUSIC STOPS,whisper,emotion_3407,11,6.477514253905064
ex02_whisper_00157,ex02::WEDDING MUSIC STOPS,whisper,emotion_3409,9,5.397928544920887
ex02_whisper_00157,ex02::WEDDING MUSIC STOPS,whisper,intent_3408,18,10.256064235349685
ex02_whisper_00157,ex02::WEDDING MUSIC STOPS,whisper,speaker_count_3408,17,9.716271380857597
ex02_whisper_00233,ex02::DID SHE JUMP IN A CAB,whisper,asr_3408,20,11.031946678924385
ex02_whisper_00233,ex02::DID SHE JUMP IN A CAB,whisper,emotion_3408,9,5.253307942344946
ex02_whisper_00233,ex02::DID SHE JUMP IN A CAB,whisper,intent_3408_last,13,7.3546311192829235
ex02_whisper_00233,ex02::DID SHE JUMP IN A CAB,whisper,speaker_count_3408_last,6,3.6773155596414617
ex02_whisper_00233,ex02::DID SHE JUMP IN A CAB,whisper,emotion_3407,11,6.3039695308139345
ex02_whisper_00233,ex02::DID SHE JUMP IN A CAB,whisper,emotion_3409,9,5.253307942344946
ex02_whisper_00233,ex02::DID SHE JUMP IN A CAB,whisper,intent_3408,20,11.031946678924385
ex02_whisper_00233,ex02::DID SHE JUMP IN A CAB,whisper,speaker_count_3408,18,9.981285090455396
ex02_whisper_00261,ex02::YACHT CLUB IN HALF AN HOUR,whisper,asr_3408,19,10.561404666820687
ex02_whisper_00261,ex02::YACHT CLUB IN HALF AN HOUR,whisper,emotion_3408,9,5.280702333410344
ex02_whisper_00261,ex02::YACHT CLUB IN HALF AN HOUR,whisper,intent_3408_last,16,8.977193966797584
ex02_whisper_00261,ex02::YACHT CLUB IN HALF AN HOUR,whisper,speaker_count_3408_last,6,3.6964916333872404
ex02_whisper_00261,ex02::YACHT CLUB IN HALF AN HOUR,whisper,emotion_3407,12,6.864913033433447
ex02_whisper_00261,ex02::YACHT CLUB IN HALF AN HOUR,whisper,emotion_3409,9,5.280702333410344
ex02_whisper_00261,ex02::YACHT CLUB IN HALF AN HOUR,whisper,intent_3408,19,10.561404666820687
ex02_whisper_00261,ex02::YACHT CLUB IN HALF AN HOUR,whisper,speaker_count_3408,18,10.033334433479652
ex02_whisper_00326,ex02::KAYDA WAS HER NEUROSURGEON BUT NOW IT SEEMS LIKE JAKE'S MAKING ALL THE DECISIONS,whisper,asr_3408,59,10.848315685986464
ex02_whisper_00326,ex02::KAYDA WAS HER NEUROSURGEON BUT NOW IT SEEMS LIKE JAKE'S MAKING ALL THE DECISIONS,whisper,emotion_3408,31,5.785768365859447
ex02_whisper_00326,ex02::KAYDA WAS HER NEUROSURGEON BUT NOW IT SEEMS LIKE JAKE'S MAKING ALL THE DECISIONS,whisper,intent_3408_last,44,8.136236764489848
ex02_whisper_00326,ex02::KAYDA WAS HER NEUROSURGEON BUT NOW IT SEEMS LIKE JAKE'S MAKING ALL THE DECISIONS,whisper,speaker_count_3408_last,18,3.4352999672290467
ex02_whisper_00326,ex02::KAYDA WAS HER NEUROSURGEON BUT NOW IT SEEMS LIKE JAKE'S MAKING ALL THE DECISIONS,whisper,emotion_3407,38,7.051405195891201
ex02_whisper_00326,ex02::KAYDA WAS HER NEUROSURGEON BUT NOW IT SEEMS LIKE JAKE'S MAKING ALL THE DECISIONS,whisper,emotion_3409,30,5.604963104426339
ex02_whisper_00326,ex02::KAYDA WAS HER NEUROSURGEON BUT NOW IT SEEMS LIKE JAKE'S MAKING ALL THE DECISIONS,whisper,intent_3408,59,10.848315685986464
ex02_whisper_00326,ex02::KAYDA WAS HER NEUROSURGEON BUT NOW IT SEEMS LIKE JAKE'S MAKING ALL THE DECISIONS,whisper,speaker_count_3408,58,10.667510424553354
ex02_whisper_00348,ex02::WHO'S MORE MISERABLE THAN HER,whisper,asr_3408,24,10.776733033380932
ex02_whisper_00348,ex02::WHO'S MORE MISERABLE THAN HER,whisper,emotion_3408,10,4.74176253468761
ex02_whisper_00348,ex02::WHO'S MORE MISERABLE THAN HER,whisper,intent_3408_last,17,7.759247784034271
ex02_whisper_00348,ex02::WHO'S MORE MISERABLE THAN HER,whisper,speaker_count_3408_last,7,3.448554570681898
ex02_whisper_00348,ex02::WHO'S MORE MISERABLE THAN HER,whisper,emotion_3407,13,6.034970498693322
ex02_whisper_00348,ex02::WHO'S MORE MISERABLE THAN HER,whisper,emotion_3409,12,5.603901177358084
ex02_whisper_00348,ex02::WHO'S MORE MISERABLE THAN HER,whisper,intent_3408,24,10.776733033380932
ex02_whisper_00348,ex02::WHO'S MORE MISERABLE THAN HER,whisper,speaker_count_3408,24,10.776733033380932
ex02_whisper_00355,ex02::GIVEN THE CIRCUMSTANCES ISN'T THIS A LITTLE UNORTHODOX,whisper,asr_3408,53,12.298582246768776
ex02_whisper_00355,ex02::GIVEN THE CIRCUMSTANCES ISN'T THIS A LITTLE UNORTHODOX,whisper,emotion_3408,28,6.60479416956101
ex02_whisper_00355,ex02::GIVEN THE CIRCUMSTANCES ISN'T THIS A LITTLE UNORTHODOX,whisper,intent_3408_last,34,7.9713033080908735
ex02_whisper_00355,ex02::GIVEN THE CIRCUMSTANCES ISN'T THIS A LITTLE UNORTHODOX,whisper,speaker_count_3408_last,17,4.099527415589592
ex02_whisper_00355,ex02::GIVEN THE CIRCUMSTANCES ISN'T THIS A LITTLE UNORTHODOX,whisper,emotion_3407,31,7.288048738825942
ex02_whisper_00355,ex02::GIVEN THE CIRCUMSTANCES ISN'T THIS A LITTLE UNORTHODOX,whisper,emotion_3409,25,5.921539600296077
ex02_whisper_00355,ex02::GIVEN THE CIRCUMSTANCES ISN'T THIS A LITTLE UNORTHODOX,whisper,intent_3408,53,12.298582246768776
