uid,block,policy,retained,lag_ms,envelope_sum,n
ex01_sad_00333,ex01::WHAT ARE YOU NO GOOD AT,intent_3408_last,0,60,3.282255910241088,5
ex01_sad_00333,ex01::WHAT ARE YOU NO GOOD AT,intent_3408_last,0,80,3.5662495345715133,5
ex01_sad_00333,ex01::WHAT ARE YOU NO GOOD AT,intent_3408_last,0,100,3.722036896683808,5
ex01_sad_00333,ex01::WHAT ARE YOU NO GOOD AT,intent_3408_last,1,-100,7.918860045980457,12
ex01_sad_00333,ex01::WHAT ARE YOU NO GOOD AT,intent_3408_last,1,-80,7.874230707464997,12
ex01_sad_00333,ex01::WHAT ARE YOU NO GOOD AT,intent_3408_last,1,-60,7.711372638535036,12
ex01_sad_00333,ex01::WHAT ARE YOU NO GOOD AT,intent_3408_last,1,-40,7.490286292369326,12
ex01_sad_00333,ex01::WHAT ARE YOU NO GOOD AT,intent_3408_last,1,-20,7.376333724695211,12
ex01_sad_00333,ex01::WHAT ARE YOU NO GOOD AT,intent_3408_last,1,0,7.474474927499156,12
ex01_sad_00333,ex01::WHAT ARE YOU NO GOOD AT,intent_3408_last,1,20,7.569305784600303,12
ex01_sad_00333,ex01::WHAT ARE YOU NO GOOD AT,intent_3408_last,1,40,7.365879207948612,12
ex01_sad_00333,ex01::WHAT ARE YOU NO GOOD AT,intent_3408_last,1,60,6.890296757890176,12
ex01_sad_00333,ex01::WHAT ARE YOU NO GOOD AT,intent_3408_last,1,80,6.492125181679446,12
ex01_sad_00333,ex01::WHAT ARE YOU NO GOOD AT,intent_3408_last,1,100,6.337253896339431,12
ex01_sad_00333,ex01::WHAT ARE YOU NO GOOD AT,speaker_count_3408_last,0,-100,7.910139187999721,13
ex01_sad_00333,ex01::WHAT ARE YOU NO GOOD AT,speaker_count_3408_last,0,-80,8.082286286352986,13
ex01_sad_00333,ex01::WHAT ARE YOU NO GOOD AT,speaker_count_3408_last,0,-60,8.283315120383985,13
ex01_sad_00333,ex01::WHAT ARE YOU NO GOOD AT,speaker_count_3408_last,0,-40,8.295097442053326,13
ex01_sad_00333,ex01::WHAT ARE YOU NO GOOD AT,speaker_count_3408_last,0,-20,8.013859863664763,13
ex01_sad_00333,ex01::WHAT ARE YOU NO GOOD AT,speaker_count_3408_last,0,0,7.608848248557179,13
ex01_sad_00333,ex01::WHAT ARE YOU NO GOOD AT,speaker_count_3408_last,0,20,7.344583305902617,13
ex01_sad_00333,ex01::WHAT ARE YOU NO GOOD AT,speaker_count_3408_last,0,40,7.197368970011803,13
ex01_sad_00333,ex01::WHAT ARE YOU NO GOOD AT,speaker_count_3408_last,0,60,7.10170473845709,13
ex01_sad_00333,ex01::WHAT ARE YOU NO GOOD AT,speaker_count_3408_last,0,80,7.061614057800808,13
ex01_sad_00333,ex01::WHAT ARE YOU NO GOOD AT,speaker_count_3408_last,0,100,7.086674207339412,13
ex01_sad_00333,ex01::WHAT ARE YOU NO GOOD AT,speaker_count_3408_last,1,-100,2.5784108268521058,4
ex01_sad_00333,ex01::WHAT ARE YOU NO GOOD AT,speaker_count_3408_last,1,-80,2.4860977241663313,4
ex01_sad_00333,ex01::WHAT ARE YOU NO GOOD AT,speaker_count_3408_last,1,-60,2.4071015711342083,4
ex01_sad_00333,ex01::WHAT ARE YOU NO GOOD AT,speaker_count_3408_last,1,-40,2.4823865819901774,4
ex01_sad_00333,ex01::WHAT ARE YOU NO GOOD AT,speaker_count_3408_last,1,-20,2.7375712736286544,4
ex01_sad_00333,ex01::WHAT ARE YOU NO GOOD AT,speaker_count_3408_last,1,0,3.1066350170798698,4
ex01_sad_00333,ex01::WHAT ARE YOU NO GOOD AT,speaker_count_3408_last,1,20,3.315968006253174,4
ex01_sad_00333,ex01::WHAT ARE YOU NO GOOD AT,speaker_count_3408_last,1,40,3.2450242790211026,4
ex01_sad_00333,ex01::WHAT ARE YOU NO GOOD AT,speaker_count_3408_last,1,60,3.0708479296741746,4
ex01_sad_00333,ex01::WHAT ARE YOU NO GOOD AT,speaker_count_3408_last,1,80,2.9967606584501527,4
ex01_sad_00333,ex01::WHAT ARE YOU NO GOOD AT,speaker_count_3408_last,1,100,2.972616585683827,4
ex01_sad_00333,ex01::WHAT ARE YOU NO GOOD AT,emotion_3407,0,-100,5.436578115841947,9
ex01_sad_00333,ex01::WHAT ARE YOU NO GOOD AT,emotion_3407,0,-80,5.508301623326481,9
ex01_sad_00333,ex01::WHAT ARE YOU NO GOOD AT,emotion_3407,0,-60,5.823000562314642,9
ex01_sad_00333,ex01::WHAT ARE YOU NO GOOD AT,emotion_3407,0,-40,5.982769290361349,9
ex01_sad_00333,ex01::WHAT ARE YOU NO GOOD AT,emotion_3407,0,-20,5.849261198431188,9
ex01_sad_00333,ex01::WHAT ARE YOU NO GOOD AT,emotion_3407,0,0,5.64117109343768,9
ex01_sad_00333,ex01::WHAT ARE YOU NO GOOD AT,emotion_3407,0,20,5.440788894066264,9
ex01_sad_00333,ex01::WHAT ARE YOU NO GOOD AT,emotion_3407,0,40,5.265883213773901,9
ex01_sad_00333,ex01::WHAT ARE YOU NO GOOD AT,emotion_3407,0,60,5.255076244113322,9
ex01_sad_00333,ex01::WHAT ARE YOU NO GOOD AT,emotion_3407,0,80,5.3596716291704825,9
ex01_sad_00333,ex01::WHAT ARE YOU NO GOOD AT,emotion_3407,0,100,5.43758919375946,9
ex01_sad_00333,ex01::WHAT ARE YOU NO GOOD AT,emotion_3407,1,-100,5.05197189900988,8
ex01_sad_00333,ex01::WHAT ARE YOU NO GOOD AT,emotion_3407,1,-80,5.0600823871928355,8
ex01_sad_00333,ex01::WHAT ARE YOU NO GOOD AT,emotion_3407,1,-60,4.8674161292035505,8
ex01_sad_00333,ex01::WHAT ARE YOU NO GOOD AT,emotion_3407,1,-40,4.794714733682154,8
ex01_sad_00333,ex01::WHAT ARE YOU NO GOOD AT,emotion_3407,1,-20,4.9021699388622295,8
ex01_sad_00333,ex01::WHAT ARE YOU NO GOOD AT,emotion_3407,1,0,5.0743121721993685,8
ex01_sad_00333,ex01::WHAT ARE YOU NO GOOD AT,emotion_3407,1,20,5.219762418089527,8
ex01_sad_00333,ex01::WHAT ARE YOU NO GOOD AT,emotion_3407,1,40,5.176510035259004,8
ex01_sad_00333,ex01::WHAT ARE YOU NO GOOD AT,emotion_3407,1,60,4.917476424017941,8
ex01_sad_00333,ex01::WHAT ARE YOU NO GOOD AT,emotion_3407,1,80,4.698703087080476,8
ex01_sad_00333,ex01::WHAT ARE YOU NO GOOD AT,emotion_3407,1,100,4.621701599263778,8
ex01_sad_00333,ex01::WHAT ARE YOU NO GOOD AT,emotion_3409,0,-100,8.073661639458518,13
ex01_sad_00333,ex01::WHAT ARE YOU NO GOOD AT,emotion_3409,0,-80,8.343004771545656,13
ex01_sad_00333,ex01::WHAT ARE YOU NO GOOD AT,emotion_3409,0,-60,8.517660659057501,13
ex01_sad_00333,ex01::WHAT ARE YOU NO GOOD AT,emotion_3409,0,-40,8.45031621332758,13
ex01_sad_00333,ex01::WHAT ARE YOU NO GOOD AT,emotion_3409,0,-20,8.18734530374809,13
ex01_sad_00333,ex01::WHAT ARE YOU NO GOOD AT,emotion_3409,0,0,7.999803068579899,13
ex01_sad_00333,ex01::WHAT ARE YOU NO GOOD AT,emotion_3409,0,20,7.844871227356592,13
ex01_sad_00333,ex01::WHAT ARE YOU NO GOOD AT,emotion_3409,0,40,7.509520083489022,13
ex01_sad_00333,ex01::WHAT ARE YOU NO GOOD AT,emotion_3409,0,60,7.077935041856352,13
ex01_sad_00333,ex01::WHAT ARE YOU NO GOOD AT,emotion_3409,0,80,6.762318456076185,13
ex01_sad_00333,ex01::WHAT ARE YOU NO GOOD AT,emotion_3409,0,100,6.755110417280897,13
ex01_sad_00333,ex01::WHAT ARE YOU NO GOOD AT,emotion_3409,1,-100,2.4148883753933092,4
ex01_sad_00333,ex01::WHAT ARE YOU NO GOOD AT,emotion_3409,1,-80,2.225379238973661,4
ex01_sad_00333,ex01::WHAT ARE YOU NO GOOD AT,emotion_3409,1,-60,2.1727560324606934,4
ex01_sad_00333,ex01::WHAT ARE YOU NO GOOD AT,emotion_3409,1,-40,2.3271678107159226,4
ex01_sad_00333,ex01::WHAT ARE YOU NO GOOD AT,emotion_3409,1,-20,2.5640858335453283,4
ex01_sad_00333,ex01::WHAT ARE YOU NO GOOD AT,emotion_3409,1,0,2.7156801970571496,4
ex01_sad_00333,ex01::WHAT ARE YOU NO GOOD AT,emotion_3409,1,20,2.815680084799198,4
ex01_sad_00333,ex01::WHAT ARE YOU NO GOOD AT,emotion_3409,1,40,2.9328731655438838,4
ex01_sad_00333,ex01::WHAT ARE YOU NO GOOD AT,emotion_3409,1,60,3.0946176262749128,4
ex01_sad_00333,ex01::WHAT ARE YOU NO GOOD AT,emotion_3409,1,80,3.296056260174775,4
ex01_sad_00333,ex01::WHAT ARE YOU NO GOOD AT,emotion_3409,1,100,3.3041803757423427,4
ex01_sad_00370,ex01::AT LEAST I DO,emotion_3408,0,-100,4.194388752500456,9
ex01_sad_00370,ex01::AT LEAST I DO,emotion_3408,0,-80,4.5185564478154365,9
ex01_sad_00370,ex01::AT LEAST I DO,emotion_3408,0,-60,4.855730731396803,9
ex01_sad_00370,ex01::AT LEAST I DO,emotion_3408,0,-40,5.124761678684294,9
ex01_sad_00370,ex01::AT LEAST I DO,emotion_3408,0,-20,5.138325630047473,9
ex01_sad_00370,ex01::AT LEAST I DO,emotion_3408,0,0,4.833335218521587,9
ex01_sad_00370,ex01::AT LEAST I DO,emotion_3408,0,20,4.333059307577707,9
ex01_sad_00370,ex01::AT LEAST I DO,emotion_3408,0,40,3.813519733872126,9
ex01_sad_00370,ex01::AT LEAST I DO,emotion_3408,0,60,3.45400618591362,9
ex01_sad_00370,ex01::AT LEAST I DO,emotion_3408,0,80,3.2535403881103147,9
ex01_sad_00370,ex01::AT LEAST I DO,emotion_3408,0,100,3.0877025342081046,9
ex01_sad_00370,ex01::AT LEAST I DO,emotion_3408,1,-100,1.7744159088321507,5
ex01_sad_00370,ex01::AT LEAST I DO,emotion_3408,1,-80,1.7933106587058585,5
ex01_sad_00370,ex01::AT LEAST I DO,emotion_3408,1,-60,1.6685903336371766,5
ex01_sad_00370,ex01::AT LEAST I DO,emotion_3408,1,-40,1.6011370979827502,5
ex01_sad_00370,ex01::AT LEAST I DO,emotion_3408,1,-20,1.7530282994701587,5
ex01_sad_00370,ex01::AT LEAST I DO,emotion_3408,1,0,2.089666803737653,5
ex01_sad_00370,ex01::AT LEAST I DO,emotion_3408,1,20,2.401167596999874,5
ex01_sad_00370,ex01::AT LEAST I DO,emotion_3408,1,40,2.630260859369506,5
ex01_sad_00370,ex01::AT LEAST I DO,emotion_3408,1,60,2.80463750242885,5
ex01_sad_00370,ex01::AT LEAST I DO,emotion_3408,1,80,2.818227771469568,5
ex01_sad_00370,ex01::AT LEAST I DO,emotion_3408,1,100,2.681405016542591,5
ex01_sad_00370,ex01::AT LEAST I DO,intent_3408_last,0,-100,1.0588193635021848,5
ex01_sad_00370,ex01::AT LEAST I DO,intent_3408_last,0,-80,1.3905023483889598,5
ex01_sad_00370,ex01::AT LEAST I DO,intent_3408_last,0,-60,1.6190581996904412,5
ex01_sad_00370,ex01::AT LEAST I DO,intent_3408_last,0,-40,1.8246073793196584,5
ex01_sad_00370,ex01::AT LEAST I DO,intent_3408_last,0,-20,2.1073667338267645,5
ex01_sad_00370,ex01::AT LEAST I DO,intent_3408_last,0,0,2.3928390305237768,5
ex01_sad_00370,ex01::AT LEAST I DO,intent_3408_last,0,20,2.508992542304164,5
ex01_sad_00370,ex01::AT LEAST I DO,intent_3408_last,0,40,2.4368243060113572,5
ex01_sad_00370,ex01::AT LEAST I DO,intent_3408_last,0,60,2.3626133128134814,5
ex01_sad_00370,ex01::AT LEAST I DO,intent_3408_last,0,80,2.362920517631244,5
ex01_sad_00370,ex01::AT LEAST I DO,intent_3408_last,0,100,2.393063858077184,5
ex01_sad_00370,ex01::AT LEAST I DO,intent_3408_last,1,-100,4.9099852978304215,9
ex01_sad_00370,ex01::AT LEAST I DO,intent_3408_last,1,-80,4.921364758132336,9
ex01_sad_00370,ex01::AT LEAST I DO,intent_3408_last,1,-60,4.905262865343538,9
ex01_sad_00370,ex01::AT LEAST I DO,intent_3408_last,1,-40,4.901291397347386,9
ex01_sad_00370,ex01::AT LEAST I DO,intent_3408_last,1,-20,4.783987195690867,9
ex01_sad_00370,ex01::AT LEAST I DO,intent_3408_last,1,0,4.530162991735462,9
ex01_sad_00370,ex01::AT LEAST I DO,intent_3408_last,1,20,4.225234362273418,9
ex01_sad_00370,ex01::AT LEAST I DO,intent_3408_last,1,40,4.006956287230275,9
ex01_sad_00370,ex01::AT LEAST I DO,intent_3408_last,1,60,3.8960303755289885,9
ex01_sad_00370,ex01::AT LEAST I DO,intent_3408_last,1,80,3.7088476419486383,9
ex01_sad_00370,ex01::AT LEAST I DO,intent_3408_last,1,100,3.3760436926735116,9
ex01_sad_00370,ex01::AT LEAST I DO,speaker_count_3408_last,0,-100,5.342141456465123,11
ex01_sad_00370,ex01::AT LEAST I DO,speaker_count_3408_last,0,-80,5.769117509488095,11
ex01_sad_00370,ex01::AT LEAST I DO,speaker_count_3408_last,0,-60,5.9662250146410125,11
ex01_sad_00370,ex01::AT LEAST I DO,speaker_count_3408_last,0,-40,5.954042727177155,11
ex01_sad_00370,ex01::AT LEAST I DO,speaker_count_3408_last,0,-20,5.632194016192787,11
ex01_sad_00370,ex01::AT LEAST I DO,speaker_count_3408_last,0,0,5.022435302033703,11
ex01_sad_00370,ex01::AT LEAST I DO,speaker_count_3408_last,0,20,4.282676696370121,11
ex01_sad_00370,ex01::AT LEAST I DO,speaker_count_3408_last,0,40,3.668205518428972,11
ex01_sad_00370,ex01::AT LEAST I DO,speaker_count_3408_last,0,60,3.356640791982546,11
ex01_sad_00370,ex01::AT LEAST I DO,speaker_count_3408_last,0,80,3.2850169814623387,11
ex01_sad_00370,ex01::AT LEAST I DO,speaker_count_3408_last,0,100,3.3521566842125,11
ex01_sad_00370,ex01::AT LEAST I DO,speaker_count_3408_last,1,-100,0.626663204867483,3
ex01_sad_00370,ex01::AT LEAST I DO,speaker_count_3408_last,1,-80,0.5427495970332012,3
ex01_sad_00370,ex01::AT LEAST I DO,speaker_count_3408_last,1,-60,0.5580960503929664,3
ex01_sad_00370,ex01::AT LEAST I DO,speaker_count_3408_last,1,-40,0.7718560494898887,3
ex01_sad_00370,ex01::AT LEAST I DO,speaker_count_3408_last,1,-20,1.2591599133248448,3
ex01_sad_00370,ex01::AT LEAST I DO,speaker_count_3408_last,1,0,1.9005667202255379,3
ex01_sad_00370,ex01::AT LEAST I DO,speaker_count_3408_last,1,20,2.4515502082074603,3
ex01_sad_00370,ex01::AT LEAST I DO,speaker_count_3408_last,1,40,2.77557507481266,3
ex01_sad_00370,ex01::AT LEAST I DO,speaker_count_3408_last,1,60,2.902002896359924,3
ex01_sad_00370,ex01::AT LEAST I DO,speaker_count_3408_last,1,80,2.7867511781175436,3
ex01_sad_00370,ex01::AT LEAST I DO,speaker_count_3408_last,1,100,2.4169508665381962,3
ex01_sad_00370,ex01::AT LEAST I DO,emotion_3407,0,-100,3.471739389110999,9
ex01_sad_00370,ex01::AT LEAST I DO,emotion_3407,0,-80,3.747996772418023,9
ex01_sad_00370,ex01::AT LEAST I DO,emotion_3407,0,-60,3.9977445008760464,9
ex01_sad_00370,ex01::AT LEAST I DO,emotion_3407,0,-40,4.231024028231676,9
ex01_sad_00370,ex01::AT LEAST I DO,emotion_3407,0,-20,4.364792726776793,9
ex01_sad_00370,ex01::AT LEAST I DO,emotion_3407,0,0,4.280086802646821,9
ex01_sad_00370,ex01::AT LEAST I DO,emotion_3407,0,20,3.9831164773575045,9
ex01_sad_00370,ex01::AT LEAST I DO,emotion_3407,0,40,3.6437273307366533,9
ex01_sad_00370,ex01::AT LEAST I DO,emotion_3407,0,60,3.5046099312492314,9
ex01_sad_00370,ex01::AT LEAST I DO,emotion_3407,0,80,3.5906578934547735,9
ex01_sad_00370,ex01::AT LEAST I DO,emotion_3407,0,100,3.766782218193894,9
ex01_sad_00370,ex01::AT LEAST I DO,emotion_3407,1,-100,2.497065272221607,5
ex01_sad_00370,ex01::AT LEAST I DO,emotion_3407,1,-80,2.5638703341032727,5
ex01_sad_00370,ex01::AT LEAST I DO,emotion_3407,1,-60,2.5265765641579323,5
ex01_sad_00370,ex01::AT LEAST I DO,emotion_3407,1,-40,2.4948747484353677,5
ex01_sad_00370,ex01::AT LEAST I DO,emotion_3407,1,-20,2.5265612027408393,5
ex01_sad_00370,ex01::AT LEAST I DO,emotion_3407,1,0,2.6429152196124193,5
ex01_sad_00370,ex01::AT LEAST I DO,emotion_3407,1,20,2.751110427220077,5
ex01_sad_00370,ex01::AT LEAST I DO,emotion_3407,1,40,2.800053262504979,5
ex01_sad_00370,ex01::AT LEAST I DO,emotion_3407,1,60,2.754033757093239,5
ex01_sad_00370,ex01::AT LEAST I DO,emotion_3407,1,80,2.481110266125109,5
ex01_sad_00370,ex01::AT LEAST I DO,emotion_3407,1,100,2.002325332556802,5
ex01_sad_00370,ex01::AT LEAST I DO,emotion_3409,0,-100,3.1108707781458778,8
ex01_sad_00370,ex01::AT LEAST I DO,emotion_3409,0,-80,3.290681096858848,8
ex01_sad_00370,ex01::AT LEAST I DO,emotion_3409,0,-60,3.579527149374538,8
ex01_sad_00370,ex01::AT LEAST I DO,emotion_3409,0,-40,3.9647169720592075,8
ex01_sad_00370,ex01::AT LEAST I DO,emotion_3409,0,-20,4.247366612279013,8
ex01_sad_00370,ex01::AT LEAST I DO,emotion_3409,0,0,4.228101049007758,8
ex01_sad_00370,ex01::AT LEAST I DO,emotion_3409,0,20,3.9086567414224254,8
ex01_sad_00370,ex01::AT LEAST I DO,emotion_3409,0,40,3.4527258374556156,8
ex01_sad_00370,ex01::AT LEAST I DO,emotion_3409,0,60,3.1020426505903185,8
ex01_sad_00370,ex01::AT LEAST I DO,emotion_3409,0,80,2.938566416094831,8
ex01_sad_00370,ex01::AT LEAST I DO,emotion_3409,0,100,2.8818653772040728,8
ex01_sad_00370,ex01::AT LEAST I DO,emotion_3409,1,-100,2.8579338831867287,6
ex01_sad_00370,ex01::AT LEAST I DO,emotion_3409,1,-80,3.021186009662448,6
ex01_sad_00370,ex01::AT LEAST I DO,emotion_3409,1,-60,2.9447939156594405,6
ex01_sad_00370,ex01::AT LEAST I DO,emotion_3409,1,-40,2.761181804607837,6
ex01_sad_00370,ex01::AT LEAST I DO,emotion_3409,1,-20,2.643987317238618,6
ex01_sad_00370,ex01::AT LEAST I DO,emotion_3409,1,0,2.6949009732514817,6
ex01_sad_00370,ex01::AT LEAST I DO,emotion_3409,1,20,2.825570163155156,6
ex01_sad_00370,ex01::AT LEAST I DO,emotion_3409,1,40,2.9910547557860165,6
ex01_sad_00370,ex01::AT LEAST I DO,emotion_3409,1,60,3.156601037752151,6
ex01_sad_00370,ex01::AT LEAST I DO,emotion_3409,1,80,3.133201743485051,6
ex01_sad_00370,ex01::AT LEAST I DO,emotion_3409,1,100,2.887242173546623,6
ex01_whisper_00028,ex01::HE WROTE GULLIVER'S TRAVEL,emotion_3408,0,-100,3.922245872514914,12
ex01_whisper_00028,ex01::HE WROTE GULLIVER'S TRAVEL,emotion_3408,0,-80,4.136578867020637,12
ex01_whisper_00028,ex01::HE WROTE GULLIVER'S TRAVEL,emotion_3408,0,-60,4.175254992860458,12
ex01_whisper_00028,ex01::HE WROTE GULLIVER'S TRAVEL,emotion_3408,0,-40,3.960480743417437,12
ex01_whisper_00028,ex01::HE WROTE GULLIVER'S TRAVEL,emotion_3408,0,-20,3.800778071103045,12
ex01_whisper_00028,ex01::HE WROTE GULLIVER'S TRAVEL,emotion_3408,0,0,4.016081643149666,12
ex01_whisper_00028,ex01::HE WROTE GULLIVER'S TRAVEL,emotion_3408,0,20,4.404668510076678,12
ex01_whisper_00028,ex01::HE WROTE GULLIVER'S TRAVEL,emotion_3408,0,40,4.710629619107856,12
ex01_whisper_00028,ex01::HE WROTE GULLIVER'S TRAVEL,emotion_3408,0,60,4.811738640674454,12
ex01_whisper_00028,ex01::HE WROTE GULLIVER'S TRAVEL,emotion_3408,0,80,4.746587874891331,12
ex01_whisper_00028,ex01::HE WROTE GULLIVER'S TRAVEL,emotion_3408,0,100,4.901162578896422,12
ex01_whisper_00028,ex01::HE WROTE GULLIVER'S TRAVEL,emotion_3408,1,-100,7.8073305019596795,16
ex01_whisper_00028,ex01::HE WROTE GULLIVER'S TRAVEL,emotion_3408,1,-80,6.625210236002351,16
ex01_whisper_00028,ex01::HE WROTE GULLIVER'S TRAVEL,emotion_3408,1,-60,6.50265615427965,16
ex01_whisper_00028,ex01::HE WROTE GULLIVER'S TRAVEL,emotion_3408,1,-40,7.493696667296662,16
ex01_whisper_00028,ex01::HE WROTE GULLIVER'S TRAVEL,emotion_3408,1,-20,8.476957297496924,16
ex01_whisper_00028,ex01::HE WROTE GULLIVER'S TRAVEL,emotion_3408,1,0,8.369422611355382,16
ex01_whisper_00028,ex01::HE WROTE GULLIVER'S TRAVEL,emotion_3408,1,20,7.37511223585306,16
ex01_whisper_00028,ex01::HE WROTE GULLIVER'S TRAVEL,emotion_3408,1,40,6.289681271607794,16
ex01_whisper_00028,ex01::HE WROTE GULLIVER'S TRAVEL,emotion_3408,1,60,5.536918732648972,16
ex01_whisper_00028,ex01::HE WROTE GULLIVER'S TRAVEL,emotion_3408,1,80,5.353724651554444,16
ex01_whisper_00028,ex01::HE WROTE GULLIVER'S TRAVEL,emotion_3408,1,100,5.636020197871623,16
ex01_whisper_00028,ex01::HE WROTE GULLIVER'S TRAVEL,intent_3408_last,0,-100,3.0829656104789356,10
ex01_whisper_00028,ex01::HE WROTE GULLIVER'S TRAVEL,intent_3408_last,0,-80,3.4325979892074185,10
ex01_whisper_00028,ex01::HE WROTE GULLIVER'S TRAVEL,intent_3408_last,0,-60,3.840561695019021,10
ex01_whisper_00028,ex01::HE WROTE GULLIVER'S TRAVEL,intent_3408_last,0,-40,4.063040429190494,10
ex01_whisper_00028,ex01::HE WROTE GULLIVER'S TRAVEL,intent_3408_last,0,-20,3.7385718130601737,10
ex01_whisper_00028,ex01::HE WROTE GULLIVER'S TRAVEL,intent_3408_last,0,0,3.0408519910626337,10
ex01_whisper_00028,ex01::HE WROTE GULLIVER'S TRAVEL,intent_3408_last,0,20,2.652819913145144,10
ex01_whisper_00028,ex01::HE WROTE GULLIVER'S TRAVEL,intent_3408_last,0,40,2.6472342337073735,10
ex01_whisper_00028,ex01::HE WROTE GULLIVER'S TRAVEL,intent_3408_last,0,60,2.9014349488333018,10
ex01_whisper_00028,ex01::HE WROTE GULLIVER'S TRAVEL,intent_3408_last,0,80,3.5240638924777627,10
ex01_whisper_00028,ex01::HE WROTE GULLIVER'S TRAVEL,intent_3408_last,0,100,4.266730401309558,10
ex01_whisper_00028,ex01::HE WROTE GULLIVER'S TRAVEL,intent_3408_last,1,-100,8.646610763995659,18
ex01_whisper_00028,ex01::HE WROTE GULLIVER'S TRAVEL,intent_3408_last,1,-80,7.329191113815568,18
ex01_whisper_00028,ex01::HE WROTE GULLIVER'S TRAVEL,intent_3408_last,1,-60,6.837349452121087,18
ex01_whisper_00028,ex01::HE WROTE GULLIVER'S TRAVEL,intent_3408_last,1,-40,7.391136981523606,18
ex01_whisper_00028,ex01::HE WROTE GULLIVER'S TRAVEL,intent_3408_last,1,-20,8.539163555539794,18
ex01_whisper_00028,ex01::HE WROTE GULLIVER'S TRAVEL,intent_3408_last,1,0,9.344652263442415,18
ex01_whisper_00028,ex01::HE WROTE GULLIVER'S TRAVEL,intent_3408_last,1,20,9.126960832784594,18
ex01_whisper_00028,ex01::HE WROTE GULLIVER'S TRAVEL,intent_3408_last,1,40,8.353076657008279,18
ex01_whisper_00028,ex01::HE WROTE GULLIVER'S TRAVEL,intent_3408_last,1,60,7.447222424490124,18
ex01_whisper_00028,ex01::HE WROTE GULLIVER'S TRAVEL,intent_3408_last,1,80,6.576248633968012,18
ex01_whisper_00028,ex01::HE WROTE GULLIVER'S TRAVEL,intent_3408_last,1,100,6.270452375458488,18
ex01_whisper_00028,ex01::HE WROTE GULLIVER'S TRAVEL,speaker_count_3408_last,0,-100,9.185861531325104,22
ex01_whisper_00028,ex01::HE WROTE GULLIVER'S TRAVEL,speaker_count_3408_last,0,-80,8.742332893315913,22
ex01_whisper_00028,ex01::HE WROTE GULLIVER'S TRAVEL,speaker_count_3408_last,0,-60,8.516619375661318,22
ex01_whisper_00028,ex01::HE WROTE GULLIVER'S TRAVEL,speaker_count_3408_last,0,-40,8.515049452257358,22
ex01_whisper_00028,ex01::HE WROTE GULLIVER'S TRAVEL,speaker_count_3408_last,0,-20,8.44239355293634,22
ex01_whisper_00028,ex01::HE WROTE GULLIVER'S TRAVEL,speaker_count_3408_last,0,0,8.259178416856466,22
ex01_whisper_00028,ex01::HE WROTE GULLIVER'S TRAVEL,speaker_count_3408_last,0,20,8.131561784847364,22
ex01_whisper_00028,ex01::HE WROTE GULLIVER'S TRAVEL,speaker_count_3408_last,0,40,7.975159343930389,22
ex01_whisper_00028,ex01::HE WROTE GULLIVER'S TRAVEL,speaker_count_3408_last,0,60,7.8636393572223895,22
ex01_whisper_00028,ex01::HE WROTE GULLIVER'S TRAVEL,speaker_count_3408_last,0,80,8.046170477638364,22
ex01_whisper_00028,ex01::HE WROTE GULLIVER'S TRAVEL,speaker_count_3408_last,0,100,8.62779835964362,22
ex01_whisper_00028,ex01::HE WROTE GULLIVER'S TRAVEL,speaker_count_3408_last,1,-100,2.543714843149489,6
ex01_whisper_00028,ex01::HE WROTE GULLIVER'S TRAVEL,speaker_count_3408_last,1,-80,2.019456209707074,6
ex01_whisper_00028,ex01::HE WROTE GULLIVER'S TRAVEL,speaker_count_3408_last,1,-60,2.161291771478792,6
ex01_whisper_00028,ex01::HE WROTE GULLIVER'S TRAVEL,speaker_count_3408_last,1,-40,2.9391279584567425,6
ex01_whisper_00028,ex01::HE WROTE GULLIVER'S TRAVEL,speaker_count_3408_last,1,-20,3.835341815663628,6
ex01_whisper_00028,ex01::HE WROTE GULLIVER'S TRAVEL,speaker_count_3408_last,1,0,4.126325837648582,6
ex01_whisper_00028,ex01::HE WROTE GULLIVER'S TRAVEL,speaker_count_3408_last,1,20,3.648218961082373,6
ex01_whisper_00028,ex01::HE WROTE GULLIVER'S TRAVEL,speaker_count_3408_last,1,40,3.0251515467852608,6
ex01_whisper_00028,ex01::HE WROTE GULLIVER'S TRAVEL,speaker_count_3408_last,1,60,2.485018016101036,6
ex01_whisper_00028,ex01::HE WROTE GULLIVER'S TRAVEL,speaker_count_3408_last,1,80,2.0541420488074102,6
ex01_whisper_00028,ex01::HE WROTE GULLIVER'S TRAVEL,speaker_count_3408_last,1,100,1.9093844171244274,6
ex01_whisper_00028,ex01::HE WROTE GULLIVER'S TRAVEL,emotion_3407,0,-100,4.146733789752191,12
ex01_whisper_00028,ex01::HE WROTE GULLIVER'S TRAVEL,emotion_3407,0,-80,4.140464603777136,12
ex01_whisper_00028,ex01::HE WROTE GULLIVER'S TRAVEL,emotion_3407,0,-60,4.1179009905794635,12
ex01_whisper_00028,ex01::HE WROTE GULLIVER'S TRAVEL,emotion_3407,0,-40,4.05319165886604,12
ex01_whisper_00028,ex01::HE WROTE GULLIVER'S TRAVEL,emotion_3407,0,-20,4.134135781512051,12
ex01_whisper_00028,ex01::HE WROTE GULLIVER'S TRAVEL,emotion_3407,0,0,4.4331502940008285,12
ex01_whisper_00028,ex01::HE WROTE GULLIVER'S TRAVEL,emotion_3407,0,20,4.680018491495642,12
